-1 2.13048 2.16436 2 0.164359
-0.98 1.15811 1.15777 1.16471 0.00693458
-0.96 0.771681 0.790037 0.744757 0.0452807
-0.94 0.629691 0.688631 0.599417 0.0892135
-0.92 0.60877 0.572006 0.622684 0.0506785
-0.9 0.692569 0.683529 0.736854 0.0533249
-0.88 0.888346 0.888373 0.886997 0.00137557
-0.86 1.10446 1.17798 1.03623 0.141753
-0.84 1.23104 1.0995 1.1617 0.062207
-0.82 1.27913 0.962432 1.25125 0.288813
-0.8 1.29106 1.2438 1.30053 0.0567301
-0.78 1.287 1.34948 1.31079 0.0386886
-0.76 1.2717 1.46914 1.28693 0.18221
-0.74 1.24331 1.31487 1.23605 0.0788177
-0.72 1.19762 1.06027 1.16626 0.105991
-0.7 1.13132 1.12958 1.08581 0.0437739
-0.68 1.04606 0.911271 1.00243 0.0911624
-0.66 0.951422 0.954389 0.92293 0.0314593
-0.64 0.862604 0.898065 0.852856 0.0452093
-0.62 0.793134 0.742079 0.796398 0.0543195
-0.6 0.749152 0.856325 0.756337 0.0999877
-0.58 0.729722 0.781098 0.734097 0.0470012
-0.56 0.730529 0.698162 0.729857 0.0316954
-0.54 0.746946 0.791878 0.742711 0.0491676
-0.52 0.775325 0.709682 0.770851 0.0611691
-0.5 0.813101 0.710859 0.811771 0.100912
-0.48 0.858445 0.635872 0.862475 0.226603
-0.46 0.909837 0.733593 0.919673 0.18608
-0.44 0.965699 0.921365 0.979976 0.058611
-0.42 1.02411 1.03047 1.04006 0.00959592
-0.4 1.08264 1.13545 1.09684 0.0386145
-0.38 1.13826 1.08945 1.14755 0.058098
-0.36 1.18752 1.18511 1.18988 0.00476831
-0.34 1.22682 1.24902 1.22204 0.0269851
-0.32 1.25305 1.26103 1.24279 0.0182367
-0.3 1.26421 1.16373 1.25148 0.0877425
-0.28 1.26005 1.34311 1.24802 0.0950898
-0.26 1.2423 1.3872 1.23287 0.154334
-0.24 1.21419 1.24828 1.207 0.0412768
-0.22 1.1793 0.944986 1.17182 0.226831
-0.2 1.14021 1.09631 1.12907 0.032761
-0.18 1.09765 1.1404 1.08081 0.0595888
-0.16 1.05079 1.0576 1.02925 0.0283497
-0.14 0.998658 1.14809 0.976719 0.171366
-0.12 0.941741 1.0046 0.925521 0.0790779
-0.1 0.882876 0.836107 0.877875 0.0417678
-0.08 0.826894 0.892742 0.835818 0.0569243
-0.06 0.779292 0.780199 0.801129 0.0209299
-0.04 0.744695 0.66909 0.775264 0.106173
-0.02 0.725802 0.654434 0.759302 0.104868
0 0.723078 0.615593 0.753906 0.138313
0.02 0.73508 0.728213 0.759302 0.0310887
0.04 0.759117 0.864086 0.775264 0.0888227
0.06 0.791945 0.845031 0.801129 0.0439023
0.08 0.830326 0.749445 0.835818 0.0863726
0.1 0.871384 0.806753 0.877875 0.0711215
0.12 1.0408 1.05814 0.925521 0.132617
0.14 1.0807 1.10969 0.976719 0.132976
0.16 1.11781 1.15318 1.02925 0.123924
0.18 1.15119 0.967515 1.08081 0.113294
0.2 1.18016 1.34563 1.12907 0.216555
0.22 1.2042 1.40211 1.17182 0.230297
0.24 1.22278 1.23615 1.207 0.0291442
0.26 1.23533 1.23517 1.23287 0.00229566
0.28 1.24111 1.46418 1.24802 0.216166
0.3 1.23926 1.43695 1.25148 0.185471
0.32 1.22873 1.03971 1.24279 0.203081
0.34 1.20848 1.42542 1.22204 0.203378
0.36 1.17763 1.35972 1.18988 0.169841
0.38 1.13585 1.21518 1.14755 0.0676312
0.4 1.08375 1.04933 1.09684 0.0475081
0.42 1.02324 1.14614 1.04006 0.106073
0.44 0.957725 0.886407 0.979976 0.0935681
0.46 0.891889 0.849625 0.919673 0.0700481
0.48 0.831049 0.81498 0.862475 0.047495
0.5 0.780318 0.766698 0.811771 0.0450729
0.52 0.743794 0.662462 0.770851 0.108389
0.54 0.724084 0.804484 0.742711 0.0617734
0.56 0.722233 0.843799 0.729857 0.113942
0.58 0.737946 0.832752 0.734097 0.0986551
0.6 0.769933 0.773867 0.756337 0.0175293
0.62 0.816216 0.847575 0.796398 0.0511771
0.64 0.874321 0.824233 0.852856 0.0286234
0.66 0.941332 0.973678 0.92293 0.0507477
0.68 1.01385 1.0954 1.00243 0.0929686
0.7 1.08785 0.930613 1.08581 0.155192
0.72 1.1586 1.13995 1.16626 0.0263068
0.74 1.22049 1.43097 1.23605 0.194914
0.76 1.2671 1.27094 1.28693 0.0159877
0.78 1.29135 1.11894 1.31079 0.191847
0.8 1.28606 1.34062 1.30053 0.0400921
0.82 1.24489 1.28107 1.25125 0.0298283
0.84 1.16404 0.96568 1.1617 0.196025
0.86 1.04466 1.02209 1.03623 0.0141376
0.88 0.896312 0.941011 0.886997 0.0540136
0.9 0.741234 0.75306 0.736854 0.0162056
0.92 0.619229 0.671195 0.622684 0.0485109
0.94 0.592382 0.552961 0.599417 0.0464561
0.96 0.748567 0.748411 0.744757 0.00365435
0.98 1.20238 1.22459 1.16471 0.0598865
