1e-07 1.2691482 1.2843922 -1.5168952 17.832186 1.5960019 1.9716235
1.0715193052376071e-07 1.2683725 1.2807052 -1.5045674 17.714106 1.594772 1.9681113
1.1481536214968817e-07 1.2675884 1.2769929 -1.4920524 17.59571 1.5935287 1.9645703
1.2302687708123812e-07 1.2667961 1.2732544 -1.4793463 17.477009 1.5922723 1.9609997
1.3182567385564074e-07 1.2659962 1.269491 -1.4664519 17.358007 1.591002 1.9574004
1.4125375446227555e-07 1.2651874 1.2657024 -1.4533677 17.23871 1.5897171 1.953771
1.5135612484362072e-07 1.2643685 1.2618874 -1.4400907 17.11912 1.5884182 1.9501117
1.6218100973589298e-07 1.2635422 1.2580477 -1.4266227 16.999233 1.5871044 1.9464232
1.7378008287493765e-07 1.2627063 1.2541828 -1.4129605 16.879066 1.5857756 1.9427042
1.8620871366628656e-07 1.2618613 1.2502927 -1.3991055 16.758621 1.5844321 1.9389546
1.9952623149688787e-07 1.2610065 1.2463775 -1.3850563 16.637901 1.5830727 1.9351755
2.1379620895022324e-07 1.2601415 1.2424369 -1.3708135 16.516907 1.5816982 1.9313651
2.2908676527677748e-07 1.2592671 1.2384712 -1.3563757 16.395647 1.5803076 1.9275248
2.4547089156850283e-07 1.2583824 1.2344805 -1.3417413 16.274132 1.5789009 1.9236532
2.6302679918953816e-07 1.2574878 1.2304641 -1.326912 16.15236 1.5774786 1.9197516
2.818382931264455e-07 1.2565812 1.2264228 -1.3118864 16.030333 1.5760379 1.9158181
3.019951720402019e-07 1.2556651 1.222356 -1.2966652 15.908071 1.5745821 1.9118537
3.235936569296281e-07 1.2547368 1.2182642 -1.2812468 15.785564 1.5731086 1.9078577
3.4673685045253164e-07 1.2537963 1.2141463 -1.2656314 15.6628275 1.5716181 1.9038311
3.715352290971728e-07 1.2528454 1.2100033 -1.2498188 15.539864 1.5701088 1.8997719
3.981071705534969e-07 1.251882 1.2058344 -1.2338092 15.416678 1.5685822 1.895681
4.2657951880159254e-07 1.2509061 1.2016395 -1.2176017 15.293277 1.5670378 1.8915584
4.5708818961487516e-07 1.2499176 1.1974186 -1.201198 15.169665 1.5654747 1.8874042
4.897788193684457e-07 1.2489167 1.1931717 -1.1845948 15.045855 1.5638928 1.8832182
5.248074602497723e-07 1.2479017 1.1888978 -1.167796 14.921845 1.5622925 1.8789994
5.62341325190349e-07 1.2468734 1.1845977 -1.1508006 14.797649 1.5606718 1.8747486
