Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
9729 145 6 6 6 6 114819 1.59569
165 145 6 6 6 6 408001 1.5352
6977 145 6 6 6 6 5.65404e+06 1.59807
675 145 6 6 6 6 7.73629e+06 1.54437
2516 145 6 6 6 6 10562.2 1.61736
8772 145 6 6 6 6 927568 1.53463
4142 145 6 6 6 6 50856.1 2.39808
7422 145 6 6 6 6 50115.4 1.56848
9056 145 6 6 6 6 294535 1.54659
9889 145 6 6 6 6 1.00775e+06 1.56413
3389 145 6 6 6 6 32795.1 1.52994
383 145 6 6 6 6 344616 2.30901
9221 145 6 6 6 6 201022 1.53212
9301 145 6 6 6 6 26573.4 1.53933
7681 145 6 6 6 6 1.71155e+06 1.55408
2253 145 6 6 6 6 1.75151e+06 1.55384
4418 145 6 6 6 6 793904 1.55694
1409 145 6 6 6 6 1574.58 2.37685
5462 145 6 6 6 6 18431.1 1.59447
2009 145 6 6 6 6 2.19289e+06 2.30157
7449 145 6 6 6 6 161528 1.53598
3208 145 6 6 6 6 3459.27 2.35223
5691 145 6 6 6 6 11298.9 1.56399
5829 145 6 6 6 6 1.07313e+06 1.53863
7038 145 6 6 6 6 269238 1.59175
6963 145 6 6 6 6 1.05812e+06 2.29504
9830 145 6 6 6 6 332599 1.63484
6517 145 6 6 6 6 925704 1.6135
8965 145 6 6 6 6 649195 1.53226
5241 145 6 6 6 6 17822.1 2.4047
7234 145 6 6 6 6 178462 6.36245
8349 145 6 6 6 6 85271.2 1.54889
296 145 6 6 6 6 1.08629e+06 1.53265
8864 145 6 6 6 6 4.29415e+07 2.29905
3990 145 6 6 6 6 42293.9 2.33448
327 145 6 6 6 6 2.94134e+07 2.3026
1459 145 6 6 6 6 23739.2 1.55855
8608 145 6 6 6 6 419363 2.32472
3320 145 6 6 6 6 3.50141e+06 2.30698
3879 145 6 6 6 6 272400 1.58609
852 145 6 6 6 6 80055.7 1.547
1802 145 6 6 6 6 91928 1.54988
2645 145 6 6 6 6 5.28778e+08 1.55219
1524 145 6 6 6 6 639929 1.55281
1147 145 6 6 6 6 1.36673e+07 1.55781
6012 145 6 6 6 6 158787 1.55168
9511 145 6 6 6 6 178884 1.55114
6521 145 6 6 6 6 1.1603e+06 1.55581
8987 145 6 6 6 6 179484 1.53399
9708 145 6 6 6 6 472737 1.5366
1956 145 6 6 6 6 582161 1.60961
