Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
6889 280 8 8 9 10 564738 3.09842
7328 280 8 8 9 10 6907.42 83.4114
7489 280 8 8 9 10 1597.74 1076.85
5517 280 8 8 9 10 196.754 1065.78
4191 280 8 8 9 10 46700.2 3.13487
370 280 8 8 9 10 105990 3.09515
6735 280 8 8 9 10 58566.4 77.1183
6582 280 8 8 9 10 338602 4.65582
944 280 8 8 9 10 1.34962e+06 3.14717
1434 280 8 8 9 10 45986.7 4.74003
600 280 8 8 9 10 4.27994e+06 4.80342
6650 280 8 8 9 10 239088 3.07634
4829 280 8 8 9 10 122295 3.10755
5093 280 8 8 9 10 1.86687e+06 3.06581
2107 280 8 8 9 10 113436 4.80009
4996 280 8 8 9 10 225145 3.11983
1491 280 8 8 9 10 172865 3.12982
2442 280 8 8 9 10 227383 3.08859
353 280 8 8 9 10 15015.3 4.81407
1998 280 8 8 9 10 16730.9 619.152
7713 280 8 8 9 10 17592 4.56926
4394 280 8 8 9 10 5605 122.833
8361 280 8 8 9 10 35614.6 3.1178
7109 280 8 8 9 10 1.53109e+06 3.08371
9162 280 8 8 9 10 2.49218e+06 3.05864
6964 280 8 8 9 10 63377.9 3.11722
4722 280 8 8 9 10 171853 4.5801
1244 280 8 8 9 10 3.14068e+06 3.07727
9769 280 8 8 9 10 746816 20.2698
521 280 8 8 9 10 126453 3.56422
5954 280 8 8 9 10 215684 3.15084
489 280 8 8 9 10 2.37734e+06 3.1188
5353 280 8 8 9 10 6.03705e+06 4.58081
1491 280 8 8 9 10 172865 3.12472
2386 280 8 8 9 10 6.93714e+06 3.1627
377 280 8 8 9 10 4.84192e+06 3.12314
9174 280 8 8 9 10 35602.7 4.6065
7461 280 8 8 9 10 9610.8 3.23272
6365 280 8 8 9 10 231272 3.11559
1800 280 8 8 9 10 360099 3.11749
2912 280 8 8 9 10 149399 3.0854
6347 280 8 8 9 10 5.45641e+07 3.07055
2950 280 8 8 9 10 89128.1 3.09445
2698 280 8 8 9 10 3.02358e+06 3.08797
1290 280 8 8 9 10 3.63338e+07 3.59795
436 280 8 8 9 10 7.38922e+06 4.81446
2613 280 8 8 9 10 644339 3.1976
6119 280 8 8 9 10 177028 4.72706
9057 280 8 8 9 10 6.73078e+06 3.11209
7099 280 8 8 9 10 60510.3 4.70276
5511 280 8 8 9 10 76268.5 3.08783
