Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
207 197 5 7 8 8 3.21726e+06 6.07331
216 197 5 7 8 8 269280 5.82602
243 197 5 7 8 8 1.03397e+06 52.8187
6835 197 5 7 8 8 17310.2 3.80556
9905 197 5 7 8 8 441048 3.88409
1312 197 5 7 8 8 498771 3.80705
7217 197 5 7 8 8 4.04596e+06 4.21118
3137 197 5 7 8 8 32982.2 4.31444
8058 197 5 7 8 8 8669.96 4.56701
1636 197 5 7 8 8 66844.4 3.69742
5934 197 5 7 8 8 229207 3.32039
668 197 5 7 8 8 6.90639e+06 3.42207
658 197 5 7 8 8 477735 2.96913
1746 197 5 7 8 8 2.03316e+08 3.61105
8528 197 5 7 8 8 151140 5.84163
1664 197 5 7 8 8 145777 4.46135
8506 197 5 7 8 8 592789 3.61468
1406 197 5 7 8 8 12369.8 3.43609
5721 197 5 7 8 8 66375.7 7.18763
1932 197 5 7 8 8 45142.5 6.20453
3000 197 5 7 8 8 30753 4.32478
54 197 5 7 8 8 10161.3 4.51774
915 197 5 7 8 8 786095 5.79989
2704 197 5 7 8 8 1.75405e+09 3.99947
9135 197 5 7 8 8 117019 6.11122
9766 197 5 7 8 8 63321.8 2.99607
246 197 5 7 8 8 412099 6.53103
9798 197 5 7 8 8 1.69617e+06 4.42683
4118 197 5 7 8 8 1.42414e+07 4.88979
2927 197 5 7 8 8 78731.5 6.87652
1738 197 5 7 8 8 182040 4.47856
418 197 5 7 8 8 878529 4.66793
6727 197 5 7 8 8 1000.01 49.1394
8428 197 5 7 8 8 12729.9 4.27979
431 197 5 7 8 8 4.61257e+08 4.45473
901 197 5 7 8 8 381484 4.7574
5190 197 5 7 8 8 54776.8 42.2943
5630 197 5 7 8 8 255.293 1645.26
3900 197 5 7 8 8 38616.1 199.247
1609 197 5 7 8 8 2.76844e+06 5.57619
2197 197 5 7 8 8 81885.5 4.50581
6921 197 5 7 8 8 2629.82 29.5509
7300 197 5 7 8 8 19521.7 4.16092
6636 197 5 7 8 8 231150 4.9666
7853 197 5 7 8 8 3793.57 5.72498
6727 197 5 7 8 8 1000.01 50.7
4737 197 5 7 8 8 130855 3.89109
6997 197 5 7 8 8 1.35385e+06 3.65373
8160 197 5 7 8 8 1031.23 3.67865
463 197 5 7 8 8 1.4361e+07 3.90306
4722 197 5 7 8 8 252841 4.164
