Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
2145 270 7 8 9 10 4.91381e+06 4.46472
5466 270 7 8 9 10 121451 2.97845
324 270 7 8 9 10 3.85389e+07 4.42501
1331 270 7 8 9 10 140806 2.94238
7747 270 7 8 9 10 1.95204e+06 59.2308
5033 270 7 8 9 10 2.4742e+07 3.00657
8163 270 7 8 9 10 1.42472e+06 4.81933
4309 270 7 8 9 10 6.36008e+06 3.00361
9054 270 7 8 9 10 504052 56.778
1882 270 7 8 9 10 6574.65 2.94276
2390 270 7 8 9 10 219694 2.9766
3493 270 7 8 9 10 53531.8 2.94823
9704 270 7 8 9 10 1.00978e+06 3.01472
7337 270 7 8 9 10 22797.6 6.11624
3662 270 7 8 9 10 911966 4.58303
783 270 7 8 9 10 98772.5 30.2051
7101 270 7 8 9 10 1.19039e+06 2.95702
5563 270 7 8 9 10 24144.9 346.382
7832 270 7 8 9 10 1.4891 1183.32
6757 270 7 8 9 10 122.367 1125.79
7005 270 7 8 9 10 231054 3.0478
931 270 7 8 9 10 36586.7 3.03275
4266 270 7 8 9 10 393356 2.94824
1713 270 7 8 9 10 50659.7 3.01873
2330 270 7 8 9 10 1.97459e+06 3.00119
9230 270 7 8 9 10 26851.7 83.4239
2440 270 7 8 9 10 3.57967e+06 4.4129
4688 270 7 8 9 10 291002 2.98414
5806 270 7 8 9 10 18570.7 106.606
1229 270 7 8 9 10 573969 2.95883
4079 270 7 8 9 10 6464.46 2.98323
4021 270 7 8 9 10 1.7057e+07 3.46403
7015 270 7 8 9 10 354.648 1203.17
8605 270 7 8 9 10 1.19142e+07 3.00858
3061 270 7 8 9 10 1.88121e+06 2.96204
9721 270 7 8 9 10 1.48463e+07 2.99504
1999 270 7 8 9 10 595206 2.99914
9035 270 7 8 9 10 274332 3.0088
253 270 7 8 9 10 64469.3 196.556
8132 270 7 8 9 10 9.71837e+06 2.95532
8288 270 7 8 9 10 1.54917e+08 4.43642
5805 270 7 8 9 10 4.69063e+06 2.98458
3811 270 7 8 9 10 290829 48.9791
5058 270 7 8 9 10 1.06256e+06 4.41709
7978 270 7 8 9 10 108838 3.0887
5287 270 7 8 9 10 39327.8 3.23449
7009 270 7 8 9 10 38079.5 19.4361
1200 270 7 8 9 10 586549 56.3993
3750 270 7 8 9 10 28545.8 3.18176
5456 270 7 8 9 10 62164.5 3.07311
2043 270 7 8 9 10 6.49662e+06 4.50964
