Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
7993 126 4 5 6 7 5.72892e+07 1.96982
3179 126 4 5 6 7 1.89279e+06 1.34654
7821 126 4 5 6 7 2.12835e+06 1.33939
8994 126 4 5 6 7 1.53985e+06 1.33895
1680 126 4 5 6 7 751806 1.32719
2272 126 4 5 6 7 8983.24 4.84732
8018 126 4 5 6 7 1.73439e+06 1.37431
5676 126 4 5 6 7 663019 1.34079
8772 126 4 5 6 7 1.01515e+06 1.97
494 126 4 5 6 7 1.51392e+06 1.33618
9371 126 4 5 6 7 7.99094e+06 1.96753
5563 126 4 5 6 7 73451 96.5393
7119 126 4 5 6 7 1.18604e+07 1.35151
7049 126 4 5 6 7 266456 1.34248
3493 126 4 5 6 7 40401 2.05942
7351 126 4 5 6 7 909316 1.33601
2753 126 4 5 6 7 568512 1.33953
1057 126 4 5 6 7 3.83457e+06 1.97747
2865 126 4 5 6 7 172388 2.02385
3204 126 4 5 6 7 105600 1.34955
5306 126 4 5 6 7 17220.6 2.05755
1382 126 4 5 6 7 7240.43 1.33275
2383 126 4 5 6 7 1.86606e+09 2.02587
3715 126 4 5 6 7 117164 1.34852
7929 126 4 5 6 7 4652.18 2.10754
5831 126 4 5 6 7 1.34509e+07 1.33446
7993 126 4 5 6 7 5.72892e+07 1.96721
1213 126 4 5 6 7 0.966082 475.007
4360 126 4 5 6 7 50250.8 2.09079
331 126 4 5 6 7 4025.89 2.07295
8580 126 4 5 6 7 48554.3 1.97724
843 126 4 5 6 7 1.34043e+06 1.3235
4636 126 4 5 6 7 2.59036e+06 1.974
424 126 4 5 6 7 15966 2.06327
4697 126 4 5 6 7 165752 1.34764
6311 126 4 5 6 7 218397 1.41018
6202 126 4 5 6 7 9648.29 13.6788
322 126 4 5 6 7 768341 1.33585
3440 126 4 5 6 7 1.66947e+07 1.3439
2830 126 4 5 6 7 172850 1.33909
4783 126 4 5 6 7 107938 1.33889
3431 126 4 5 6 7 1.63254e+08 1.33279
5131 126 4 5 6 7 480735 1.31597
1252 126 4 5 6 7 30219 1.34553
2901 126 4 5 6 7 188004 1.34353
6900 126 4 5 6 7 5.36405e+06 1.32852
6167 126 4 5 6 7 2.25826e+08 2.00779
1311 126 4 5 6 7 55808.6 1.41142
8422 126 4 5 6 7 35937.2 3.46604
6436 126 4 5 6 7 4165.06 14.222
2343 126 4 5 6 7 69293.9 2.03889
