Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
9581 172 5 7 7 7 0.981167 773.215
1688 172 5 7 7 7 426031 1.81736
1359 172 5 7 7 7 3.05716e+06 2.69174
5686 172 5 7 7 7 2.08393e+07 2.68487
351 172 5 7 7 7 1.47445e+07 1.79871
9173 172 5 7 7 7 202169 1.85983
1153 172 5 7 7 7 2324.89 690.521
5193 172 5 7 7 7 91758 78.5074
5064 172 5 7 7 7 527524 1.79027
1311 172 5 7 7 7 40332.6 1.82337
4392 172 5 7 7 7 254983 1.89539
364 172 5 7 7 7 17339.6 1.81382
8576 172 5 7 7 7 57979.7 1.8287
5984 172 5 7 7 7 60533.3 2.69878
2324 172 5 7 7 7 29352.9 1.84507
236 172 5 7 7 7 86816.8 1.82662
1512 172 5 7 7 7 15154 1.92493
7789 172 5 7 7 7 1.46154e+06 1.83926
8345 172 5 7 7 7 53679.9 1.90402
940 172 5 7 7 7 293264 2.7182
5608 172 5 7 7 7 51357.2 2.78364
8771 172 5 7 7 7 6.60246e+06 2.75206
3879 172 5 7 7 7 417112 2.82201
7933 172 5 7 7 7 72366.8 2.78383
4198 172 5 7 7 7 175482 2.92634
118 172 5 7 7 7 3021.3 19.1281
511 172 5 7 7 7 182561 1.87404
3745 172 5 7 7 7 564354 1.93833
3682 172 5 7 7 7 9.2199e+06 1.80768
9599 172 5 7 7 7 3.55726e+06 1.80139
5456 172 5 7 7 7 3.86309e+06 1.81607
9108 172 5 7 7 7 384649 1.83423
734 172 5 7 7 7 363926 13.8402
9491 172 5 7 7 7 9.87217e+06 1.82998
8074 172 5 7 7 7 3.86646e+09 2.68394
4805 172 5 7 7 7 1.38519e+06 2.75047
4057 172 5 7 7 7 283990 1.79675
1773 172 5 7 7 7 109457 2.68944
6995 172 5 7 7 7 1.16701e+06 2.69305
172 172 5 7 7 7 83506.1 1.82826
4322 172 5 7 7 7 48629.5 1.80187
2547 172 5 7 7 7 866616 1.79886
5461 172 5 7 7 7 524183 1.80215
2478 172 5 7 7 7 1.23261e+06 2.6911
1071 172 5 7 7 7 813.882 808.077
7232 172 5 7 7 7 37888.5 1.82869
1329 172 5 7 7 7 16014.3 1.8679
6133 172 5 7 7 7 1.84661e+06 2.69588
7078 172 5 7 7 7 48442 1.81251
8773 172 5 7 7 7 4031.98 1.92208
8653 172 5 7 7 7 1.18316e+07 2.76616
