Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
5913 276 7 9 9 9 8.93238 1222.57
3899 276 7 9 9 9 2377.33 1273.53
7435 276 7 9 9 9 110345 3.01509
3687 276 7 9 9 9 5.83145e+07 4.47507
747 276 7 9 9 9 126493 3.02717
8763 276 7 9 9 9 2.75152e+06 3.02916
7474 276 7 9 9 9 153730 3.04632
1727 276 7 9 9 9 16490.4 4.70525
1267 276 7 9 9 9 297103 3.02582
9463 276 7 9 9 9 195783 4.61304
7510 276 7 9 9 9 53998.2 2.98928
5809 276 7 9 9 9 855756 3.03143
3273 276 7 9 9 9 131002 3.19574
2296 276 7 9 9 9 4.50411e+06 4.56951
3944 276 7 9 9 9 265809 54.2835
5960 276 7 9 9 9 657.205 855.715
8622 276 7 9 9 9 671513 341.594
3865 276 7 9 9 9 1.53728e+08 3.05746
9448 276 7 9 9 9 2.6493e+06 2.99542
3136 276 7 9 9 9 0.928735 1362.19
7733 276 7 9 9 9 100145 3.07242
4261 276 7 9 9 9 5.62182e+08 4.55532
6613 276 7 9 9 9 5.28332e+06 4.46477
3164 276 7 9 9 9 1.62767e+07 4.65385
1215 276 7 9 9 9 159673 3.0477
7423 276 7 9 9 9 92626.9 3.02393
1794 276 7 9 9 9 34015.7 4.47965
9552 276 7 9 9 9 5542.5 27.2911
5102 276 7 9 9 9 1.49855e+06 914.192
4828 276 7 9 9 9 5.78134e+06 4.75138
5397 276 7 9 9 9 27962.3 3.14986
2644 276 7 9 9 9 1.09055e+06 4.56844
2334 276 7 9 9 9 37034.8 167.264
8595 276 7 9 9 9 2025.44 6.2541
9582 276 7 9 9 9 0.931049 1318.16
5194 276 7 9 9 9 216442 4.61425
933 276 7 9 9 9 31397.1 3.01008
9005 276 7 9 9 9 1.08897e+08 3.04447
669 276 7 9 9 9 14057 36.3319
1331 276 7 9 9 9 162634 4.59503
3339 276 7 9 9 9 59605.5 3.05872
9506 276 7 9 9 9 7.53703e+07 518.177
4402 276 7 9 9 9 3.71697e+06 3.03527
3877 276 7 9 9 9 2.44019 1190.96
28 276 7 9 9 9 7048.94 3.14766
4267 276 7 9 9 9 285014 30.3317
7447 276 7 9 9 9 981260 4.70657
7813 276 7 9 9 9 343881 4.64064
3830 276 7 9 9 9 703036 3.03437
9242 276 7 9 9 9 1.74591e+08 4.47797
6871 276 7 9 9 9 133046 3.04928
