Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
8286 178 4 6 7 10 1.03425e+06 1.93793
556 178 4 6 7 10 292469 1.95076
563 178 4 6 7 10 2.0085e+06 1.92146
6542 178 4 6 7 10 928.446 838.096
3968 178 4 6 7 10 7.02533e+06 1.91116
315 178 4 6 7 10 1.80649e+07 1.88823
1489 178 4 6 7 10 137665 2.97045
1439 178 4 6 7 10 6.39563e+07 2.83258
9953 178 4 6 7 10 1.00883e+06 1.92228
3002 178 4 6 7 10 36172.8 1.90065
7132 178 4 6 7 10 630711 2.93098
707 178 4 6 7 10 2.37742e+06 90.9897
1384 178 4 6 7 10 65820.4 13.6434
28 178 4 6 7 10 2522.47 5.00121
2957 178 4 6 7 10 80865.4 1.97165
6892 178 4 6 7 10 2.19121e+07 283.5
3970 178 4 6 7 10 1.16558e+06 406.743
4019 178 4 6 7 10 901974 1.90847
1810 178 4 6 7 10 458161 2.888
425 178 4 6 7 10 3.23975e+06 36.6402
7704 178 4 6 7 10 535857 1.92005
9499 178 4 6 7 10 182643 1.93134
2049 178 4 6 7 10 18954.3 2.82524
6461 178 4 6 7 10 541890 1.90622
1385 178 4 6 7 10 4.39673e+06 2.99747
4457 178 4 6 7 10 2.77316e+06 1.91523
2619 178 4 6 7 10 1399 2.99398
1448 178 4 6 7 10 10219.4 1.98772
8568 178 4 6 7 10 36236.3 2.97213
71 178 4 6 7 10 248661 3.02203
9710 178 4 6 7 10 3.01719e+06 1.91476
8445 178 4 6 7 10 4055.38 2.01252
3761 178 4 6 7 10 117291 1.95908
5773 178 4 6 7 10 30987.8 770.412
1595 178 4 6 7 10 1.50181e+06 1.92926
2021 178 4 6 7 10 1.04969e+08 451.47
8940 178 4 6 7 10 42869.7 2.8618
9046 178 4 6 7 10 7785.89 225.756
899 178 4 6 7 10 3.59779e+09 2.96358
3196 178 4 6 7 10 2.3819e+06 2.82812
3104 178 4 6 7 10 645976 1.91924
3368 178 4 6 7 10 2.74515e+07 2.84042
7993 178 4 6 7 10 9.45499e+07 2.83229
2559 178 4 6 7 10 194577 1.93346
9903 178 4 6 7 10 27311.1 4.02844
370 178 4 6 7 10 39721.6 20.0911
5248 178 4 6 7 10 167968 2.95473
2607 178 4 6 7 10 35024.9 1.91851
8172 178 4 6 7 10 1.6628e+06 1.92987
1979 178 4 6 7 10 48271.9 1.93515
770 178 4 6 7 10 2.43279e+07 2.83487
