1587399650 1.45934e-05 data/PDF_fits/15.1.2020-20.7.48
1589534139 0.000124671 data/PDF_fits/15.1.2020-20.9.55
1591601400 1.58523e-05 data/PDF_fits/15.1.2020-20.11.58
1593719082 2.10781e-05 data/PDF_fits/15.1.2020-20.14.4
1595786343 0.000137767 data/PDF_fits/15.1.2020-20.16.7
1597735955 1.58648e-05 data/PDF_fits/15.1.2020-20.18.3
1599853637 0.000101764 data/PDF_fits/15.1.2020-20.20.9
1601971319 1.69331e-05 data/PDF_fits/15.1.2020-20.22.15
1603752861 0.00274114 data/PDF_fits/15.1.2020-20.24.1
1605887350 1.55141e-05 data/PDF_fits/15.1.2020-20.26.8
1608005032 2.58093e-05 data/PDF_fits/15.1.2020-20.28.14
1610021872 1.73392e-05 data/PDF_fits/15.1.2020-20.30.14
1612139554 0.051763 data/PDF_fits/15.1.2020-20.32.20
1614274043 0.000126735 data/PDF_fits/15.1.2020-20.34.27
1616374918 1.75175e-05 data/PDF_fits/15.1.2020-20.36.32
1618492600 7.93538e-06 data/PDF_fits/15.1.2020-20.38.38
1620526247 1.38636e-05 data/PDF_fits/15.1.2020-20.40.39
1622643929 0.203547 data/PDF_fits/15.1.2020-20.42.45
1624475892 3.13786e-05 data/PDF_fits/15.1.2020-20.44.34
1626543153 1.05983e-05 data/PDF_fits/15.1.2020-20.46.37
1628660835 3.90731e-06 data/PDF_fits/15.1.2020-20.48.43
1630778517 2.12373e-05 data/PDF_fits/15.1.2020-20.50.49
1632862585 0.0651439 data/PDF_fits/15.1.2020-20.52.53
1632913006 4.5858e-06 data/PDF_fits/15.1.2020-20.52.56
1634980267 2.66744e-05 data/PDF_fits/15.1.2020-20.54.59
1637114756 0.000116476 data/PDF_fits/15.1.2020-20.57.6
1639249245 0.0407857 data/PDF_fits/15.1.2020-20.59.13
1641350120 0.17429 data/PDF_fits/15.1.2020-21.1.18
1641450962 0.000157644 data/PDF_fits/15.1.2020-21.1.24
1643568644 8.38439e-05 data/PDF_fits/15.1.2020-21.3.30
1645316572 1.27008e-05 data/PDF_fits/15.1.2020-21.5.14
1647383833 2.8265e-05 data/PDF_fits/15.1.2020-21.7.17
1649484708 1.60689e-05 data/PDF_fits/15.1.2020-21.9.22
1651417513 5.19111e-05 data/PDF_fits/15.1.2020-21.11.17
1653383932 2.86794e-05 data/PDF_fits/15.1.2020-21.13.14
1655283123 0.000489053 data/PDF_fits/15.1.2020-21.15.7
1657400805 5.64478e-05 data/PDF_fits/15.1.2020-21.17.13
1659400838 0.000127592 data/PDF_fits/15.1.2020-21.19.12
1661484906 1.29474e-05 data/PDF_fits/15.1.2020-21.21.16
1663585781 1.25302e-05 data/PDF_fits/15.1.2020-21.23.21
1665720270 1.02099e-05 data/PDF_fits/15.1.2020-21.25.28
1667837952 1.1536e-05 data/PDF_fits/15.1.2020-21.27.34
1669922020 2.73492e-05 data/PDF_fits/15.1.2020-21.29.38
1671938860 2.31528e-05 data/PDF_fits/15.1.2020-21.31.38
1673737209 0.000130932 data/PDF_fits/15.1.2020-21.33.25
1675754049 0.0192684 data/PDF_fits/15.1.2020-21.35.25
