1e-07 1.2964271 1.2358571 -3.3999765 43.609703 1.4503775 1.8589526
1.0715193052376071e-07 1.2958908 1.2320247 -3.3914251 43.378742 1.4490083 1.8559568
1.1481536214968817e-07 1.2953511 1.2281685 -3.3825593 43.1465 1.447626 1.8529406
1.2302687708123812e-07 1.2948071 1.2242891 -3.3733747 42.912983 1.446232 1.8499055
1.3182567385564074e-07 1.2942595 1.2203867 -3.3638678 42.67818 1.4448249 1.8468505
1.4125375446227555e-07 1.2937071 1.2164615 -3.3540418 42.442112 1.4434042 1.8437757
1.5135612484362072e-07 1.2931504 1.2125136 -3.3438873 42.20477 1.4419714 1.8406814
1.6218100973589298e-07 1.2925894 1.2085433 -3.333408 41.966183 1.4405254 1.8375667
1.7378008287493765e-07 1.2920238 1.2045503 -3.3226025 41.72635 1.4390644 1.8344321
1.8620871366628656e-07 1.2914536 1.2005347 -3.311463 41.48528 1.4375921 1.8312776
1.9952623149688787e-07 1.2908783 1.1964972 -3.2999933 41.242958 1.4361048 1.8281037
2.1379620895022324e-07 1.2902967 1.192438 -3.2881918 40.9994 1.4346032 1.8249083
2.2908676527677748e-07 1.2897114 1.1883562 -3.2760532 40.75463 1.4330882 1.8216933
2.4547089156850283e-07 1.2891204 1.1842531 -3.2635813 40.508633 1.4315585 1.8184576
2.6302679918953816e-07 1.288524 1.1801282 -3.2507706 40.26143 1.4300154 1.8152021
2.818382931264455e-07 1.2879214 1.1759809 -3.2376232 40.013012 1.4284564 1.8119253
3.019951720402019e-07 1.2873132 1.1718127 -3.2241364 39.763397 1.4268837 1.8086283
3.235936569296281e-07 1.2866985 1.1676227 -3.2103112 39.512596 1.425295 1.8053112
3.4673685045253164e-07 1.2860782 1.1634111 -3.1961405 39.2606 1.4236917 1.801972
3.715352290971728e-07 1.2854506 1.1591785 -3.1816294 39.007412 1.4220732 1.7986128
3.981071705534969e-07 1.2848161 1.1549234 -3.1667733 38.753056 1.420438 1.7952323
4.2657951880159254e-07 1.2841753 1.1506479 -3.1515763 38.497524 1.4187878 1.7918315
4.5708818961487516e-07 1.283527 1.14635 -3.1360373 38.240814 1.4171222 1.7884088
4.897788193684457e-07 1.2828716 1.142031 -3.1201522 37.982967 1.4154402 1.7849652
5.248074602497723e-07 1.282208 1.1376901 -3.103922 37.723946 1.4137406 1.7815003
5.62341325190349e-07 1.2815368 1.1333277 -3.0873535 37.463783 1.412026 1.7780144
6.025595860743581e-07 1.2808572 1.1289431 -3.0704284 37.202457 1.4102943 1.7745064
6.45654229034655e-07 1.28017 1.1245364 -3.0531662 36.93999 1.4085454 1.7709774
6.918309709189363e-07 1.2794735 1.1201078 -3.035556 36.676373 1.4067798 1.7674264
7.413102413009177e-07 1.2787689 1.115657 -3.0176003 36.41163 1.4049968 1.7638543
7.943282347242822e-07 1.2780548 1.1111829 -2.999295 36.14574 1.4031959 1.7602599
8.511380382023759e-07 1.2773312 1.1066865 -2.9806488 35.87873 1.4013776 1.7566438
9.120108393559096e-07 1.276598 1.1021664 -2.9616528 35.61057 1.3995414 1.7530056
9.77237220955811e-07 1.2758551 1.0976235 -2.9423087 35.341286 1.3976864 1.7493455
1.0471285480508985e-06 1.2751008 1.0930563 -2.9226203 35.070854 1.3958129 1.7456634
1.122018454301963e-06 1.2743376 1.088465 -2.9025838 34.799316 1.3939215 1.7419589
1.2022644346174132e-06 1.2735639 1.0838491 -2.8821988 34.526646 1.3920109 1.7382324
