Seed  np arch1 chi2/dat duration
2484 46 15 0.631576 66.4775
9634 46 15 1.12942 55.362
7586 46 15 1.58758 53.678
6748 46 15 0.580545 66.186
8233 46 15 0.549827 66.86
4226 46 15 0.760337 61.3945
5126 46 15 0.677829 68.5647
185 46 15 0.695188 66.4249
5996 46 15 1.52611 54.34
2767 46 15 2.55846 48.59
5614 46 15 0.598453 62.5018
3129 46 15 0.743174 52.6988
502 46 15 4.32923 46.5929
5919 46 15 1.93675 47.0984
4195 46 15 1.42498 49.023
1454 46 15 0.611264 66.0457
7352 46 15 0.661233 54.9867
2470 46 15 0.62222 62.1844
3085 46 15 11.2036 69.9226
2798 46 15 0.784564 52.4806
6191 46 15 0.772753 66.9639
4754 46 15 0.941991 67.1195
4868 46 15 0.904514 53.7573
7047 46 15 13.3136 68.5015
7106 46 15 17.8012 70.5271
7503 46 15 0.619216 69.634
9912 46 15 9.42409 60.1868
8754 46 15 1.67211 52.2886
9409 46 15 0.657414 67.8236
9000 46 15 0.842054 64.2306
8314 46 15 0.715421 67.854
1840 46 15 8.74703 70.4719
6929 46 15 0.693629 54.5259
2702 46 15 1.81939 52.6383
5321 46 15 0.793503 69.5335
4336 46 15 5.93629 51.6209
2970 46 15 2.48751 55.0904
7656 46 15 28.2049 55.0268
2881 46 15 0.701205 65.7471
7152 46 15 4.39784 59.8121
9165 46 15 2.80028 59.1805
9918 46 15 0.730276 69.4786
17 46 15 0.937311 66.2885
3922 46 15 11.0406 49.5344
9409 46 15 0.657414 67.6715
7534 46 15 0.696812 60.6085
4571 46 15 1.59688 56.6419
8480 46 15 0.890607 63.1547
9251 46 15 4.11271 57.0074
6908 46 15 0.650484 69.3171
344 46 15 0.775111 51.4621
