Seed  np arch1 chi2/dat duration
4647 22 7 1.09288 31.9796
8569 22 7 15.9304 30.9782
682 22 7 0.898897 32.6562
9561 22 7 4.0528 31.1373
97 22 7 403.955 24.5528
8005 22 7 81.3226 22.205
6587 22 7 8.77614 30.3009
7104 22 7 1.28106 31.6174
9288 22 7 16.2148 26.9371
1963 22 7 0.678398 32.6244
4331 22 7 11.3636 31.3448
5367 22 7 61.4476 31.2476
3960 22 7 1.0909 28.1446
4333 22 7 44.3605 27.9759
8102 22 7 6.04294 32.2931
3709 22 7 102.653 27.9714
6760 22 7 88.4326 26.4927
4793 22 7 45.4012 29.1456
4267 22 7 180.612 24.7656
5998 22 7 3.35603 30.0715
2168 22 7 49.6689 27.5917
66 22 7 8.00514 32.83
147 22 7 3.40907 28.3947
9545 22 7 0.899952 32.7066
4639 22 7 18.8013 31.0609
7648 22 7 145.493 24.0314
5546 22 7 3.42778 32.7202
623 22 7 0.904438 30.7327
3118 22 7 15.0956 26.7063
6436 22 7 9.8411 27.9078
6684 22 7 25.2835 29.4519
106 22 7 17.8984 27.7631
8550 22 7 9.96381 28.2853
9455 22 7 14.1989 29.3894
9301 22 7 0.930989 32.3319
9986 22 7 9.14131 28.564
6322 22 7 44.4665 6.86669
6459 22 7 2.31989 23.3162
8054 22 7 72.8206 15.1569
5917 22 7 11.7574 27.3799
6256 22 7 15.3299 27.7651
1418 22 7 1.61298 32.9435
2203 22 7 25.2259 29.8111
6233 22 7 0.933118 32.8046
3513 22 7 14.6718 28.4204
7698 22 7 35.791 32.6217
4072 22 7 15.0278 12.8491
6055 22 7 7.98415 28.2553
8269 22 7 3.76358 30.4082
5152 22 7 827.716 26.6461
6569 22 7 12.7954 25.8986
