Seed  np arch1 chi2/dat duration
2566 25 8 1.27866 33.8391
8871 25 8 3.34978 26.1316
396 25 8 68.2339 34.8441
9159 25 8 19.2622 33.7783
4913 25 8 1.73656 34.3507
167 25 8 2.80779 36.8132
3458 25 8 11.6967 31.3544
6898 25 8 1.92887 36.0955
5536 25 8 4.87467 35.4579
330 25 8 1.36459 35.575
7531 25 8 6.94921 37.6344
7095 25 8 25.508 31.0266
656 25 8 2.52333 33.4685
4191 25 8 7.78636 26.417
8131 25 8 11.1333 25.5188
4133 25 8 10.2935 29.4478
2719 25 8 9.06258 27.1339
861 25 8 0.815114 34.5623
4500 25 8 0.772823 37.1854
588 25 8 1.60062 36.6058
1463 25 8 0.865632 36.6148
1470 25 8 0.775189 34.9233
1937 25 8 4.74985 36.038
1293 25 8 17.526 36.1017
2866 25 8 36.7195 32.6575
2144 25 8 0.828705 27.5875
4715 25 8 1.00728 37.17
9849 25 8 1.1174 34.2985
29 25 8 1.85771 34.1175
3443 25 8 33.1005 32.1353
770 25 8 30.9428 36.1584
3958 25 8 4.72002 28.6622
5720 25 8 105.54 27.5682
237 25 8 104.166 31.4775
1045 25 8 0.970075 34.1942
1379 25 8 0.843187 36.9558
3269 25 8 1.4416 34.2856
8589 25 8 54.4648 26.9083
6254 25 8 1.67495 29.8391
1068 25 8 20.4372 24.7963
3244 25 8 4.12237 27.9439
2327 25 8 0.805738 34.8547
7367 25 8 15.9151 32.07
4062 25 8 18.8877 27.1663
4752 25 8 22.871 35.0267
7719 25 8 31.4205 29.7528
5597 25 8 3.90469 30.6026
6942 25 8 6.05059 28.7408
4868 25 8 6.67409 35.4363
3647 25 8 0.80567 36.2487
9466 25 8 27.5963 34.8919
