Seed  np arch1 chi2/dat duration
3540 130 43 1.80073 164.525
8745 130 43 2.03669 208.246
2713 130 43 7.20295 170.781
9107 130 43 0.370236 204.694
3645 130 43 10.9094 197.837
2867 130 43 7.53404 240.082
389 130 43 27.5301 173.105
6176 130 43 2.05781 226.12
5687 130 43 1.14103 167.412
2596 130 43 4.182 185.71
2456 130 43 4.61442 182.265
2461 130 43 2.45348 172.45
743 130 43 4.44516 296.903
3513 130 43 32.193 182.24
2396 130 43 8.34718 173.757
5887 130 43 1.05961 194.169
6415 130 43 5.24995 213.399
7338 130 43 0.622837 190.038
830 130 43 3.93435 188.576
861 130 43 12.6407 230.572
4623 130 43 0.528957 205.015
6711 130 43 2.49966 172.357
187 130 43 2.62136 167.19
959 130 43 0.698225 225.749
5172 130 43 8.00152 228.89
9217 130 43 8.62876 201.78
4720 130 43 1.68031 187.435
1411 130 43 0.667852 173.935
1065 130 43 101.938 180.994
6013 130 43 34.8862 175.893
2676 130 43 0.755312 197.705
5340 130 43 4.03722 233.359
3071 130 43 10.2895 237.207
2532 130 43 19.7582 185.046
3793 130 43 4.79119 204.221
9657 130 43 3.70106 174.076
2127 130 43 0.716486 207.631
5909 130 43 1.98696 208.157
7991 130 43 0.507207 175.235
9199 130 43 0.37939 188.639
7929 130 43 0.486355 186.903
9694 130 43 10.3837 175.074
4391 130 43 21.147 215.002
1468 130 43 1.2383 215.175
5022 130 43 1.75547 219.415
8379 130 43 65.1233 224.644
639 130 43 7.84947 197.526
4347 130 43 6.68465 174.266
349 130 43 6.15594 176.329
1756 130 43 17.1407 194.217
1230 130 43 8.06369 232.069
