Seed  np arch1 chi2/dat duration
5737 94 31 0.305739 134.008
3279 94 31 3.38077 116.723
898 94 31 114.988 148.076
828 94 31 0.709319 127.776
8132 94 31 0.600587 144.262
9192 94 31 0.505884 127.276
2539 94 31 0.490465 130.537
4931 94 31 0.446812 142.481
2676 94 31 0.64345 132.587
7787 94 31 251.268 126.439
7547 94 31 0.598645 117.841
850 94 31 7.09085 127.427
1801 94 31 34.3533 121.694
9476 94 31 0.458603 129.732
8516 94 31 0.574394 141.529
43 94 31 5.1278 132.894
110 94 31 0.531519 146.5
8744 94 31 0.552925 124.807
4663 94 31 1.33509 114.11
8316 94 31 75.6514 128.005
1202 94 31 7.89066 128.413
7223 94 31 1.63683 124.144
8369 94 31 0.419063 151.522
6031 94 31 4.21199 140.647
1059 94 31 91.7656 166.367
7821 94 31 6.50704 113.258
5112 94 31 0.561338 148.952
6401 94 31 0.661834 131.529
9867 94 31 0.735873 127.029
810 94 31 6.07197 118.767
7837 94 31 0.62547 125.866
6422 94 31 1.88603 116.916
3288 94 31 0.534515 117.912
985 94 31 0.882498 156.715
4214 94 31 0.632845 113.24
3944 94 31 0.624462 133.74
6466 94 31 4.56429 108.04
1220 94 31 2.16707 151.54
193 94 31 18.2806 122.705
6902 94 31 7.04679 142.822
7038 94 31 7.28495 111.13
2107 94 31 5.84646 122.128
2445 94 31 0.810417 124.963
4274 94 31 0.587692 129.083
6001 94 31 0.795646 121.223
3277 94 31 0.385521 131.951
3412 94 31 0.881322 142.322
8695 94 31 14.5731 152.418
2201 94 31 0.793541 130.214
6821 94 31 0.580933 142.426
6287 94 31 28.2295 156.799
