Seed  np arch1 chi2/dat duration
9056 115 38 0.447411 160.772
9446 115 38 22.005 152.784
4265 115 38 0.675655 162.507
2607 115 38 0.588656 183.534
2003 115 38 1.08093 156.763
5029 115 38 18.0068 187.196
1143 115 38 0.769245 166.825
8466 115 38 2.96134 168.417
4915 115 38 0.785518 143.665
8345 115 38 5.39413 148.754
7590 115 38 0.561127 164.974
2295 115 38 0.722231 194.484
3851 115 38 0.802014 164.1
6428 115 38 1.1005 175.358
6438 115 38 5.15055 183.129
6071 115 38 9.5643 161.313
1958 115 38 8.47528 192.474
8317 115 38 1.20086 156.95
9513 115 38 3.29364 149.361
2604 115 38 0.532928 184.492
761 115 38 49.3795 185.3
6991 115 38 258.689 174.745
1277 115 38 2.44732 189.944
1253 115 38 24.4919 148.652
143 115 38 38.8809 148.337
8568 115 38 5.47069 147.798
4307 115 38 0.723346 163.437
4495 115 38 3.19244 153.625
3 115 38 129.719 207.718
402 115 38 108.617 155.262
2142 115 38 3.4579 186.946
5669 115 38 0.416941 177.286
8727 115 38 37.4174 167.804
4156 115 38 0.968015 160.403
3216 115 38 3.18678 137.208
8857 115 38 0.485645 170.173
7674 115 38 9.41488 211.572
5599 115 38 0.375475 166.377
1388 115 38 3.42809 160.286
1461 115 38 1.30867 143.569
6393 115 38 0.755218 173.409
7369 115 38 1.22188 168.919
1921 115 38 0.959836 172.168
7176 115 38 19.5586 180.437
1154 115 38 0.783014 195.975
136 115 38 41.8227 161.002
3317 115 38 1.20894 154.554
4274 115 38 2.45424 154.558
2043 115 38 8.25842 161.175
944 115 38 0.685845 175.846
418 115 38 0.559603 166.358
