Seed  np arch1 chi2/dat duration
5134 34 11 3.15333 45.5864
1917 34 11 0.730679 50.0615
1935 34 11 0.780854 46.3273
4240 34 11 1.67933 39.1982
9199 34 11 14.1368 35.1161
5506 34 11 1.56735 34.9407
6906 34 11 4.86275 36.8899
1317 34 11 2.53344 36.0874
1511 34 11 5.78477 36.7136
157 34 11 0.653598 49.7555
7073 34 11 0.700559 50.5221
1218 34 11 0.6437 43.682
6368 34 11 0.646202 50.7149
5245 34 11 9.14497 41.1512
1009 34 11 0.974498 50.0989
1520 34 11 0.835923 38.2517
641 34 11 0.81077 50.3593
6230 34 11 1.29175 36.5861
5563 34 11 1.60756 41.8535
3309 34 11 0.638523 47.927
6674 34 11 4.44353 41.7808
173 34 11 22.4292 37.7825
2373 34 11 1.86517 47.759
7140 34 11 8.96254 41.3313
2600 34 11 2236.59 38.548
2505 34 11 0.811093 48.3971
9370 34 11 0.650424 47.6825
543 34 11 0.739615 39.694
2277 34 11 13.5118 35.6774
9520 34 11 2.62794 34.0574
1929 34 11 0.803975 37.1646
9563 34 11 0.770984 45.3143
1116 34 11 6.4635 50.9623
7692 34 11 0.646269 47.6086
4209 34 11 43.6753 47.9598
6402 34 11 0.812729 38.0708
3231 34 11 0.77175 45.7886
1040 34 11 1.37602 41.4168
4145 34 11 10.9635 36.4718
796 34 11 0.717328 47.8887
1786 34 11 2.00475 85.6718
5098 34 11 0.719509 42.615
2195 34 11 15.9208 40.0609
9482 34 11 0.707073 50.8488
9295 34 11 0.717342 42.0895
3598 34 11 0.644845 49.0075
1405 34 11 31.3002 37.635
6293 34 11 0.669194 50.5125
1493 34 11 20.3603 44.9701
4718 34 11 5.02823 39.3716
210 34 11 6.87201 34.1548
