Seed  np arch1 chi2/dat duration
1468 64 21 0.680024 102.09
3199 64 21 0.408617 93.6567
5033 64 21 10.813 72.9183
3804 64 21 0.590918 82.1136
6528 64 21 5.97777 84.2889
5856 64 21 2.83301 95.3616
5490 64 21 0.613825 96.7472
6806 64 21 11.4617 102.946
1888 64 21 1.74091 90.8137
7243 64 21 1.96183 81.8758
7036 64 21 124.688 77.1823
536 64 21 10.8851 73.666
774 64 21 0.954081 89.9524
5316 64 21 3.41206 95.9381
7291 64 21 0.67988 77.9465
1572 64 21 9.52564 92.6977
5702 64 21 0.676365 87.6793
4867 64 21 18.3926 75.4645
6398 64 21 5.24977 78.4416
3611 64 21 18.5929 81.6062
758 64 21 1.76504 91.9055
8042 64 21 36.8587 80.9664
3526 64 21 6.6452 86.5467
227 64 21 1.56398 82.751
1709 64 21 8.56763 80.5803
2987 64 21 0.507945 103.256
8943 64 21 6.70676 103.109
2915 64 21 0.715461 97.5528
5200 64 21 1.67438 97.9334
258 64 21 1.4037 71.6934
9710 64 21 0.77339 97.9385
5852 64 21 1.07291 83.6343
7840 64 21 7.25135 69.9854
9417 64 21 22.4929 92.1575
1484 64 21 0.732708 95.7253
70 64 21 0.631602 89.6787
8944 64 21 2.67577 87.5785
9573 64 21 1.34349 74.1153
478 64 21 8.42851 101.013
1647 64 21 1.18275 73.9292
9175 64 21 0.594625 96.9104
2268 64 21 1.88928 103.882
5854 64 21 12.7895 75.7177
8509 64 21 1.50365 79.7681
2082 64 21 29.7272 87.9993
839 64 21 7.06755 87.7148
653 64 21 4.29521 83.9934
6259 64 21 0.807338 103.509
9351 64 21 8.41833 74.6693
4896 64 21 2.11907 86.5128
2713 64 21 0.63308 90.152
