Seed  np arch1 chi2/dat duration
3924 100 33 3.34485 124.51
6901 100 33 3.35311 112.663
9382 100 33 0.620519 161.374
2333 100 33 4.65506 131.59
917 100 33 1.41036 119.92
9510 100 33 0.654209 158.919
9146 100 33 0.896374 141.274
2349 100 33 0.63846 127.555
7858 100 33 0.755427 127.304
6420 100 33 0.349331 160.241
4769 100 33 5.8571 134.075
2989 100 33 5.39913 135.131
7103 100 33 0.411533 128.292
7016 100 33 1.02685 139.795
663 100 33 1.34793 131.407
1497 100 33 0.913163 121.142
1174 100 33 4.20479 174.289
4774 100 33 0.485921 144.253
1171 100 33 1.03673 152.947
5933 100 33 0.969952 137.999
1954 100 33 3.81516 124.629
4114 100 33 7.91104 169.983
4752 100 33 5.68271 140.144
9895 100 33 0.574906 128.553
2189 100 33 8.66259 137.157
8338 100 33 0.701329 131.108
9420 100 33 125.143 142.258
54 100 33 12.182 159.093
4538 100 33 1.98287 133.862
8892 100 33 2.61692 124.508
4869 100 33 14.7081 128.619
9600 100 33 0.722337 147.361
1986 100 33 8.01412 121.935
4202 100 33 1.21573 121.109
5638 100 33 28.9398 137.316
4824 100 33 1.68351 116.429
738 100 33 0.674242 135.989
3406 100 33 3.65278 127.925
6877 100 33 16.5773 163.492
2740 100 33 0.72697 166.794
312 100 33 1.43906 136.488
7229 100 33 0.833458 145.72
5230 100 33 2.68902 133.278
9419 100 33 0.499026 118.747
6995 100 33 0.5304 142.873
7678 100 33 0.68626 160.011
5031 100 33 10.3454 156.696
9641 100 33 10.4174 122.7
2963 100 33 0.687038 136.184
8821 100 33 1.65994 157.895
7429 100 33 3.34003 141.619
