0.001 1.2225 1.06244 1.39103
0.00100692 1.22152 1.06183 1.38965
0.0010139 1.22055 1.06121 1.38829
0.00102092 1.21959 1.0606 1.38692
0.00102799 1.21862 1.06 1.38557
0.00103511 1.21767 1.05939 1.38422
0.00104227 1.21671 1.05879 1.38288
0.00104949 1.21577 1.05819 1.38155
0.00105676 1.21482 1.05759 1.38022
0.00106408 1.21388 1.057 1.3789
0.00107145 1.21295 1.05641 1.37759
0.00107886 1.21202 1.05582 1.37629
0.00108634 1.2111 1.05523 1.37499
0.00109386 1.21018 1.05465 1.3737
0.00110143 1.20926 1.05406 1.37241
0.00110906 1.20835 1.05349 1.37114
0.00111674 1.20745 1.05291 1.36987
0.00112447 1.20654 1.05234 1.3686
0.00113226 1.20565 1.05176 1.36734
0.0011401 1.20475 1.05119 1.36609
0.001148 1.20387 1.05063 1.36485
0.00115594 1.20298 1.05006 1.36361
0.00116395 1.2021 1.0495 1.36238
0.00117201 1.20123 1.04894 1.36116
0.00118013 1.20035 1.04838 1.35994
0.0011883 1.19949 1.04782 1.35873
0.00119653 1.19863 1.04727 1.35753
0.00120481 1.19777 1.04672 1.35633
0.00121315 1.19691 1.04617 1.35514
0.00122156 1.19607 1.04563 1.35395
0.00123001 1.19522 1.04508 1.35278
0.00123853 1.19438 1.04454 1.35161
0.00124711 1.19355 1.04401 1.35044
0.00125574 1.19272 1.04347 1.34929
0.00126444 1.19189 1.04294 1.34814
0.0012732 1.19107 1.04241 1.34699
0.00128201 1.19026 1.04188 1.34586
0.00129089 1.18944 1.04136 1.34473
0.00129983 1.18864 1.04084 1.34361
0.00130883 1.18784 1.04032 1.34249
0.00131789 1.18704 1.03981 1.34138
0.00132702 1.18625 1.0393 1.34028
0.00133621 1.18546 1.03879 1.33919
0.00134546 1.18468 1.03828 1.3381
0.00135478 1.1839 1.03778 1.33702
0.00136416 1.18313 1.03728 1.33594
0.00137361 1.18237 1.03679 1.33488
0.00138312 1.18161 1.0363 1.33382
0.0013927 1.18085 1.03581 1.33277
0.00140234 1.1801 1.03532 1.33172
0.00141205 1.17935 1.03484 1.33068
0.00142183 1.17861 1.03436 1.32965
0.00143167 1.17788 1.03389 1.32863
0.00144159 1.17715 1.03341 1.32761
0.00145157 1.17642 1.03294 1.3266
0.00146162 1.1757 1.03248 1.3256
0.00147174 1.17498 1.03201 1.3246
0.00148194 1.17427 1.03155 1.32361
0.0014922 1.17356 1.0311 1.32262
0.00150253 1.17286 1.03064 1.32164
0.00151293 1.17216 1.03019 1.32067
0.00152341 1.17146 1.02974 1.31971
0.00153396 1.17078 1.0293 1.31875
0.00154458 1.17009 1.02885 1.3178
0.00155528 1.16941 1.02841 1.31685
0.00156605 1.16874 1.02798 1.31592
0.00157689 1.16807 1.02754 1.31498
0.00158781 1.1674 1.02712 1.31406
0.00159881 1.16674 1.02669 1.31314
0.00160988 1.16609 1.02627 1.31223
0.00162103 1.16544 1.02585 1.31132
0.00163225 1.16479 1.02543 1.31043
0.00164355 1.16415 1.02502 1.30954
0.00165494 1.16352 1.02461 1.30865
0.0016664 1.16289 1.0242 1.30777
0.00167794 1.16227 1.0238 1.3069
0.00168955 1.16165 1.0234 1.30604
0.00170125 1.16103 1.02301 1.30518
0.00171303 1.16042 1.02262 1.30433
0.0017249 1.15982 1.02223 1.30349
0.00173684 1.15922 1.02185 1.30265
0.00174887 1.15863 1.02147 1.30182
0.00176098 1.15804 1.02109 1.301
0.00177317 1.15746 1.02072 1.30018
0.00178545 1.15688 1.02036 1.29937
0.00179782 1.15631 1.01999 1.29857
0.00181027 1.15575 1.01963 1.29778
0.0018228 1.15518 1.01928 1.29699
0.00183542 1.15463 1.01893 1.29621
0.00184813 1.15408 1.01858 1.29543
0.00186093 1.15354 1.01824 1.29466
0.00187382 1.153 1.0179 1.2939
0.00188679 1.15246 1.01756 1.29315
0.00189986 1.15193 1.01723 1.2924
0.00191301 1.15141 1.0169 1.29166
0.00192626 1.15089 1.01658 1.29093
0.0019396 1.15038 1.01625 1.2902
0.00195303 1.14987 1.01594 1.28948
0.00196656 1.14936 1.01562 1.28876
0.00198017 1.14887 1.01531 1.28805
0.00199389 1.14837 1.01501 1.28735
0.00200769 1.14788 1.01471 1.28666
0.0020216 1.1474 1.01441 1.28597
0.00203559 1.14692 1.01412 1.28529
0.00204969 1.14645 1.01383 1.28461
0.00206388 1.14599 1.01354 1.28394
0.00207818 1.14553 1.01326 1.28328
0.00209257 1.14507 1.01298 1.28263
0.00210706 1.14462 1.01271 1.28198
0.00212165 1.14417 1.01244 1.28134
0.00213634 1.14374 1.01218 1.2807
0.00215113 1.1433 1.01192 1.28007
0.00216603 1.14287 1.01167 1.27945
0.00218103 1.14245 1.01142 1.27884
0.00219613 1.14204 1.01117 1.27823
0.00221134 1.14162 1.01093 1.27763
0.00222665 1.14122 1.01069 1.27704
0.00224207 1.14082 1.01046 1.27645
0.0022576 1.14043 1.01023 1.27587
0.00227323 1.14004 1.01001 1.2753
0.00228897 1.13966 1.00979 1.27473
0.00230482 1.13928 1.00958 1.27417
0.00232078 1.13891 1.00937 1.27362
0.00233685 1.13854 1.00917 1.27308
0.00235303 1.13819 1.00897 1.27254
0.00236933 1.13783 1.00878 1.27201
0.00238574 1.13749 1.00859 1.27148
0.00240226 1.13715 1.00841 1.27097
0.00241889 1.13681 1.00823 1.27046
0.00243564 1.13648 1.00806 1.26995
0.00245251 1.13616 1.00789 1.26945
0.00246949 1.13584 1.00772 1.26896
0.00248659 1.13552 1.00756 1.26848
0.00250381 1.13521 1.00741 1.268
0.00252115 1.13491 1.00725 1.26753
0.00253861 1.13461 1.00711 1.26706
0.00255619 1.13432 1.00696 1.2666
0.00257389 1.13404 1.00683 1.26615
0.00259171 1.13376 1.00669 1.26571
0.00260966 1.13348 1.00657 1.26527
0.00262773 1.13321 1.00644 1.26483
0.00264592 1.13295 1.00632 1.26441
0.00266425 1.13269 1.00621 1.26399
0.0026827 1.13244 1.0061 1.26358
0.00270127 1.13219 1.006 1.26317
0.00271998 1.13196 1.0059 1.26277
0.00273881 1.13172 1.00581 1.26238
0.00275778 1.13149 1.00572 1.262
0.00277688 1.13127 1.00564 1.26162
0.0027961 1.13106 1.00556 1.26125
0.00281547 1.13085 1.00549 1.26088
0.00283496 1.13064 1.00543 1.26052
0.00285459 1.13045 1.00537 1.26017
0.00287436 1.13025 1.00531 1.25983
0.00289427 1.13007 1.00526 1.25949
0.00291431 1.12989 1.00522 1.25916
0.00293449 1.12972 1.00518 1.25884
0.00295481 1.12955 1.00515 1.25853
0.00297527 1.12939 1.00513 1.25822
0.00299587 1.12924 1.00511 1.25792
0.00301662 1.12909 1.0051 1.25763
0.00303751 1.12895 1.00509 1.25734
0.00305854 1.12882 1.00509 1.25706
0.00307972 1.12869 1.00509 1.25679
0.00310105 1.12857 1.0051 1.25652
0.00312252 1.12845 1.00511 1.25626
0.00314414 1.12834 1.00513 1.25601
0.00316592 1.12824 1.00516 1.25576
0.00318784 1.12814 1.00519 1.25552
0.00320991 1.12805 1.00522 1.25528
0.00323214 1.12796 1.00526 1.25506
0.00325452 1.12788 1.00531 1.25483
0.00327706 1.1278 1.00536 1.25462
0.00329975 1.12774 1.00542 1.25441
0.0033226 1.12767 1.00548 1.25421
0.00334561 1.12762 1.00555 1.25402
0.00336878 1.12757 1.00563 1.25383
0.00339211 1.12752 1.00571 1.25365
0.0034156 1.12749 1.00579 1.25347
0.00343925 1.12746 1.00588 1.25331
0.00346306 1.12743 1.00598 1.25314
0.00348704 1.12741 1.00609 1.25299
0.00351119 1.1274 1.0062 1.25284
0.00353551 1.12739 1.00631 1.2527
0.00355999 1.12739 1.00643 1.25257
0.00358464 1.1274 1.00656 1.25244
0.00360946 1.12742 1.0067 1.25232
0.00363446 1.12744 1.00684 1.25221
0.00365962 1.12746 1.00698 1.2521
0.00368497 1.1275 1.00714 1.252
0.00371048 1.12754 1.00729 1.25191
0.00373618 1.12758 1.00746 1.25182
0.00376205 1.12764 1.00763 1.25174
0.0037881 1.1277 1.00781 1.25167
0.00381433 1.12776 1.008 1.2516
0.00384075 1.12784 1.00819 1.25154
0.00386734 1.12792 1.00839 1.25149
0.00389412 1.128 1.00859 1.25145
0.00392109 1.1281 1.0088 1.25141
0.00394824 1.1282 1.00902 1.25138
0.00397558 1.1283 1.00924 1.25136
0.00400311 1.12842 1.00947 1.25134
0.00403083 1.12854 1.00971 1.25133
0.00405874 1.12866 1.00995 1.25132
0.00408685 1.1288 1.0102 1.25133
0.00411515 1.12894 1.01046 1.25134
0.00414365 1.12908 1.01072 1.25135
0.00417234 1.12923 1.01099 1.25137
0.00420123 1.12939 1.01126 1.2514
0.00423032 1.12956 1.01154 1.25144
0.00425962 1.12973 1.01183 1.25148
0.00428911 1.12991 1.01212 1.25153
0.00431882 1.13009 1.01242 1.25158
0.00434872 1.13028 1.01272 1.25165
0.00437884 1.13048 1.01304 1.25172
0.00440916 1.13068 1.01336 1.25179
0.00443969 1.1309 1.01368 1.25187
0.00447043 1.13111 1.01401 1.25196
0.00450139 1.13134 1.01435 1.25206
0.00453256 1.13157 1.0147 1.25216
0.00456395 1.13181 1.01505 1.25227
0.00459555 1.13205 1.01541 1.25239
0.00462737 1.13231 1.01578 1.25251
0.00465942 1.13256 1.01615 1.25264
0.00469168 1.13283 1.01654 1.25278
0.00472417 1.1331 1.01692 1.25292
0.00475689 1.13338 1.01732 1.25307
0.00478983 1.13367 1.01772 1.25323
0.00482299 1.13397 1.01813 1.25339
0.00485639 1.13427 1.01855 1.25357
0.00489002 1.13457 1.01897 1.25374
0.00492388 1.13489 1.0194 1.25393
0.00495798 1.13521 1.01984 1.25412
0.00499231 1.13554 1.02028 1.25432
0.00502688 1.13588 1.02074 1.25453
0.00506169 1.13622 1.0212 1.25474
0.00509674 1.13658 1.02166 1.25496
0.00513204 1.13693 1.02214 1.25519
0.00516757 1.1373 1.02262 1.25542
0.00520336 1.13767 1.02311 1.25566
0.00523939 1.13805 1.0236 1.25591
0.00527567 1.13843 1.0241 1.25616
0.0053122 1.13882 1.02461 1.25642
0.00534899 1.13922 1.02513 1.25669
0.00538603 1.13963 1.02565 1.25696
0.00542333 1.14004 1.02618 1.25724
0.00546088 1.14046 1.02672 1.25753
0.0054987 1.14089 1.02727 1.25782
0.00553677 1.14132 1.02782 1.25812
0.00557511 1.14176 1.02838 1.25843
0.00561372 1.14221 1.02894 1.25874
0.00565259 1.14267 1.02952 1.25906
0.00569174 1.14313 1.0301 1.25939
0.00573115 1.1436 1.03069 1.25972
0.00577084 1.14407 1.03128 1.26007
0.0058108 1.14456 1.03189 1.26041
0.00585104 1.14505 1.0325 1.26077
0.00589155 1.14555 1.03311 1.26113
0.00593235 1.14605 1.03374 1.2615
0.00597343 1.14656 1.03437 1.26187
0.00601479 1.14708 1.03502 1.26225
0.00605645 1.14761 1.03566 1.26264
0.00609838 1.14814 1.03632 1.26304
0.00614061 1.14869 1.03698 1.26344
0.00618314 1.14923 1.03766 1.26385
0.00622595 1.14979 1.03834 1.26427
0.00626907 1.15035 1.03902 1.26469
0.00631248 1.15092 1.03972 1.26512
0.00635619 1.1515 1.04042 1.26555
0.0064002 1.15209 1.04113 1.266
0.00644452 1.15268 1.04185 1.26645
0.00648915 1.15328 1.04258 1.2669
0.00653409 1.15389 1.04331 1.26737
0.00657933 1.1545 1.04405 1.26784
0.00662489 1.15513 1.0448 1.26832
0.00667077 1.15575 1.04556 1.2688
0.00671696 1.15639 1.04632 1.26929
0.00676347 1.15704 1.0471 1.26979
0.00681031 1.15769 1.04788 1.27029
0.00685747 1.15835 1.04867 1.2708
0.00690495 1.15901 1.04946 1.27132
0.00695277 1.15968 1.05026 1.27185
0.00700092 1.16036 1.05107 1.27238
0.0070494 1.16105 1.05189 1.27292
0.00709821 1.16175 1.05272 1.27346
0.00714736 1.16245 1.05355 1.27401
0.00719686 1.16316 1.0544 1.27457
0.00724669 1.16388 1.05525 1.27514
0.00729687 1.1646 1.05611 1.27571
0.0073474 1.16533 1.05697 1.27629
0.00739828 1.16607 1.05785 1.27687
0.00744951 1.16682 1.05873 1.27746
0.0075011 1.16757 1.05962 1.27806
0.00755304 1.16833 1.06051 1.27867
0.00760534 1.1691 1.06142 1.27928
0.00765801 1.16988 1.06233 1.2799
0.00771104 1.17066 1.06326 1.28052
0.00776444 1.17145 1.06419 1.28116
0.0078182 1.17225 1.06513 1.28179
0.00787234 1.17306 1.06607 1.28244
0.00792685 1.17387 1.06703 1.28309
0.00798175 1.17469 1.06799 1.28375
0.00803702 1.17552 1.06896 1.28442
0.00809267 1.17635 1.06994 1.28509
0.00814871 1.1772 1.07093 1.28577
0.00820514 1.17805 1.07192 1.28645
0.00826196 1.1789 1.07292 1.28714
0.00831917 1.17977 1.07394 1.28784
0.00837678 1.18064 1.07496 1.28855
0.00843478 1.18152 1.07598 1.28926
0.00849319 1.18241 1.07702 1.28998
0.008552 1.18331 1.07807 1.29071
0.00861122 1.18421 1.07912 1.29144
0.00867086 1.18512 1.08018 1.29218
0.0087309 1.18604 1.08125 1.29293
0.00879136 1.18696 1.08233 1.29368
0.00885224 1.1879 1.08341 1.29444
0.00891353 1.18884 1.08451 1.29521
0.00897526 1.18979 1.08561 1.29598
0.00903741 1.19074 1.08672 1.29676
0.00909999 1.19171 1.08784 1.29755
0.00916301 1.19268 1.08897 1.29835
0.00922646 1.19366 1.0901 1.29915
0.00929035 1.19464 1.09125 1.29995
0.00935468 1.19564 1.0924 1.30077
0.00941946 1.19664 1.09356 1.30159
0.00948469 1.19764 1.09473 1.30241
