Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
5586 169 7 5 7 8 149.375 6.57786
164 169 7 5 7 8 28.5921 6.44183
9722 169 7 5 7 8 108.169 0.682544
3522 169 7 5 7 8 100.104 0.0493893
3110 169 7 5 7 8 10.4432 7.27867
851 169 7 5 7 8 114.586 6.8313
5323 169 7 5 7 8 52.8572 0.427429
580 169 7 5 7 8 152.218 0.0544778
7614 169 7 5 7 8 113.054 0.47127
6001 169 7 5 7 8 1294.41 0.46633
7371 169 7 5 7 8 53.4564 6.48878
3275 169 7 5 7 8 802.867 0.169371
7783 169 7 5 7 8 501.618 0.230362
1330 169 7 5 7 8 1162.64 0.132359
7825 169 7 5 7 8 140.916 10.0624
7157 169 7 5 7 8 113.549 1.29306
7236 169 7 5 7 8 256.371 1.07059
4819 169 7 5 7 8 4.38703 6.90059
1 169 7 5 7 8 116.922 6.8066
3825 169 7 5 7 8 256.709 0.166966
9885 169 7 5 7 8 684.526 0.407902
9404 169 7 5 7 8 233.21 0.532478
4698 169 7 5 7 8 260.855 0.500712
845 169 7 5 7 8 49.0745 6.51581
8436 169 7 5 7 8 84.2795 6.53516
7234 169 7 5 7 8 1134.5 0.174263
119 169 7 5 7 8 80.8588 0.0688484
2166 169 7 5 7 8 34.8005 6.73411
1887 169 7 5 7 8 791.611 0.0548007
6896 169 7 5 7 8 104.668 6.3642
410 169 7 5 7 8 122.657 6.81711
5177 169 7 5 7 8 252.776 0.151858
604 169 7 5 7 8 148.898 6.6172
2286 169 7 5 7 8 114.763 0.421772
8769 169 7 5 7 8 102.229 0.559232
6454 169 7 5 7 8 246.919 0.0856068
1154 169 7 5 7 8 69.5893 6.62498
6630 169 7 5 7 8 50.4149 0.896808
6759 169 7 5 7 8 176.209 0.283639
8625 169 7 5 7 8 329.292 0.242493
33 169 7 5 7 8 0.354578 6.56816
2162 169 7 5 7 8 131.687 6.6116
6294 169 7 5 7 8 126.446 0.142034
7931 169 7 5 7 8 0.517515 7.15276
456 169 7 5 7 8 116.376 0.157367
8213 169 7 5 7 8 253.681 0.603828
1840 169 7 5 7 8 2.79349 6.88975
1123 169 7 5 7 8 650.805 0.0823898
6819 169 7 5 7 8 0.332834 7.2109
9299 169 7 5 7 8 223.23 0.442172
2810 169 7 5 7 8 145.084 6.40544
