Seed  np arch1 arch2 arch3 chi2/dat duration
1408 155 4 10 8 868.373 0.489442
1602 155 4 10 8 3140.95 52.1954
6758 155 4 10 8 0.956344 47.476
156 155 4 10 8 38.8445 47.4788
7135 155 4 10 8 14161.6 0.486877
8897 155 4 10 8 1011.92 47.4291
4158 155 4 10 8 12.3701 45.5978
3472 155 4 10 8 888.036 47.3518
368 155 4 10 8 1.11592 45.27
6274 155 4 10 8 1.05808 49.7347
6138 155 4 10 8 1080.53 43.63
2493 155 4 10 8 0.929714 52.7985
6224 155 4 10 8 2.42369 45.4889
7575 155 4 10 8 2002.27 45.2278
2053 155 4 10 8 16954.2 2.3471
2502 155 4 10 8 595.126 49.0621
5679 155 4 10 8 0.950032 48.1575
987 155 4 10 8 715.815 53.1192
8823 155 4 10 8 1634.4 50.0335
5791 155 4 10 8 1369.29 50.653
7782 155 4 10 8 655.102 49.3608
3651 155 4 10 8 0.935712 50.2914
7440 155 4 10 8 236.584 48.9013
7394 155 4 10 8 0.998416 48.1502
3811 155 4 10 8 356.442 53.1067
2806 155 4 10 8 2141.25 55.5701
6887 155 4 10 8 633.846 48.6819
6259 155 4 10 8 2.12075 45.2568
3679 155 4 10 8 453.116 47.8217
3692 155 4 10 8 234.961 50.416
4216 155 4 10 8 7.43914 46.9064
2219 155 4 10 8 3993.33 50.2331
8403 155 4 10 8 556.512 51.8373
4552 155 4 10 8 294.544 48.8508
5421 155 4 10 8 3.58581 46.8991
6157 155 4 10 8 1965.16 1.52668
1416 155 4 10 8 2112.77 52.039
4853 155 4 10 8 0.95816 51.811
2641 155 4 10 8 112056 48.2222
3962 155 4 10 8 42.0681 46.2686
7345 155 4 10 8 1.08044 48.12
6512 155 4 10 8 14.9622 52.5273
1265 155 4 10 8 1.08149 47.6214
5015 155 4 10 8 548.287 48.1069
6365 155 4 10 8 0.948771 44.8007
4603 155 4 10 8 0.973508 49.0079
1131 155 4 10 8 1618.49 0.997146
654 155 4 10 8 1219.32 47.9989
9229 155 4 10 8 1772.45 45.0412
4774 155 4 10 8 0.94155 52.8133
8687 155 4 10 8 1097.21 46.0607
