Seed  np arch1 arch2 arch3 chi2/dat duration
6024 97 8 5 5 1018.61 49.1077
4436 97 8 5 5 117.296 45.8195
2733 97 8 5 5 529.723 45.1175
3519 97 8 5 5 6990.94 0.970747
518 97 8 5 5 1830.99 0.488985
7524 97 8 5 5 200.818 45.1933
1899 97 8 5 5 1718.35 0.399076
397 97 8 5 5 1.20437 43.0882
8173 97 8 5 5 989.858 42.8962
2010 97 8 5 5 31435.4 1.83802
7869 97 8 5 5 4.53473 45.321
3521 97 8 5 5 492.125 41.8823
5629 97 8 5 5 2571.94 7.81461
5070 97 8 5 5 63.3858 44.001
1279 97 8 5 5 2931.54 0.677698
9716 97 8 5 5 94844.8 1.38803
9501 97 8 5 5 174.261 47.5719
8538 97 8 5 5 0.927748 44.5336
4012 97 8 5 5 604.498 45.0317
1017 97 8 5 5 979.115 2.08901
5 97 8 5 5 7.32781 43.6887
9126 97 8 5 5 2227.3 46.6437
7272 97 8 5 5 559.754 41.2383
129 97 8 5 5 0.945586 45.052
1532 97 8 5 5 3.08641 41.7737
6584 97 8 5 5 3441.39 0.584942
692 97 8 5 5 1023.62 48.1359
905 97 8 5 5 34174.8 1.13957
237 97 8 5 5 5412.43 1.56883
5620 97 8 5 5 57.7596 46.1036
8372 97 8 5 5 0.971704 46.9491
3515 97 8 5 5 3832.68 39.3923
1375 97 8 5 5 104.578 45.0705
2662 97 8 5 5 959.71 0.338313
1560 97 8 5 5 1194.79 0.89378
4833 97 8 5 5 13019.1 0.294732
8386 97 8 5 5 42894.6 0.352227
7983 97 8 5 5 11922.9 0.88388
7529 97 8 5 5 188.081 42.5699
9551 97 8 5 5 1255.92 0.502198
3093 97 8 5 5 247.054 41.0212
8559 97 8 5 5 3857.06 1.20991
9047 97 8 5 5 166.407 39.1629
5109 97 8 5 5 2888.26 0.850888
1937 97 8 5 5 510.126 41.0865
1026 97 8 5 5 7624.82 40.9677
5448 97 8 5 5 10.9013 40.3713
4595 97 8 5 5 1410.6 0.630169
750 97 8 5 5 6455.98 0.887552
2153 97 8 5 5 616.872 45.141
4603 97 8 5 5 1473.37 43.5751
