Seed  np arch1 arch2 arch3 chi2/dat duration
2611 215 9 10 8 6751.25 1.11612
5379 215 9 10 8 20.5174 55.2536
40 215 9 10 8 7.71829 54.016
6330 215 9 10 8 0.9129 56.1989
3772 215 9 10 8 993.631 60.4844
9939 215 9 10 8 11602.7 63.8647
1757 215 9 10 8 0.941316 61.1258
3846 215 9 10 8 1.29093 57.4475
2373 215 9 10 8 0.923748 60.4903
5815 215 9 10 8 3.78678 57.86
5878 215 9 10 8 17442.9 0.572208
3487 215 9 10 8 928.852 0.56001
5104 215 9 10 8 87.0353 57.0721
779 215 9 10 8 671.487 58.6286
4136 215 9 10 8 573.765 56.5846
9648 215 9 10 8 366.674 64.2687
3295 215 9 10 8 424.267 59.4478
1461 215 9 10 8 10.007 52.7256
6895 215 9 10 8 6157.12 0.428239
81 215 9 10 8 2.19738 58.625
3164 215 9 10 8 153.02 58.6271
864 215 9 10 8 910.84 1.48472
5202 215 9 10 8 6330.31 0.589206
2545 215 9 10 8 20.7009 52.5086
6180 215 9 10 8 25.9809 62.3793
990 215 9 10 8 0.943204 56.3403
5430 215 9 10 8 638.166 62.0345
265 215 9 10 8 0.921494 60.2511
3855 215 9 10 8 2632.33 57.3028
2579 215 9 10 8 11.536 57.3974
7279 215 9 10 8 0.929546 62.0017
4593 215 9 10 8 93.3917 58.1504
543 215 9 10 8 1450.23 0.868058
7130 215 9 10 8 0.937347 61.7752
3735 215 9 10 8 48.8046 56.5321
6870 215 9 10 8 224.331 62.0756
7094 215 9 10 8 974.387 57.303
9107 215 9 10 8 6895.85 0.798474
9015 215 9 10 8 4.30081 62.5746
1088 215 9 10 8 0.939988 60.6054
5997 215 9 10 8 16.6891 53.6744
7578 215 9 10 8 4.27324 54.7213
9677 215 9 10 8 491.804 61.9558
3059 215 9 10 8 0.962115 57.3079
8841 215 9 10 8 1905.87 56.8098
1152 215 9 10 8 218.816 60.1964
2602 215 9 10 8 6.71014 64.74
4008 215 9 10 8 115.74 57.1271
4363 215 9 10 8 247.592 58.2784
3360 215 9 10 8 2022.67 55.8451
2554 215 9 10 8 256.522 54.0258
