Seed  np arch1 arch2 arch3 chi2/dat duration
6136 120 6 9 4 0.92845 44.3662
4219 120 6 9 4 5.22787 41.7969
3024 120 6 9 4 1638.66 41.0725
2297 120 6 9 4 2791.97 0.407271
2307 120 6 9 4 67.2098 47.2209
6114 120 6 9 4 122.694 47.395
2821 120 6 9 4 1077.49 0.643193
4254 120 6 9 4 1260.71 42.1582
9490 120 6 9 4 1996.52 0.990849
9332 120 6 9 4 588.219 42.103
3437 120 6 9 4 620.684 2.32411
8864 120 6 9 4 74.6595 44.1483
5618 120 6 9 4 1338.25 44.2627
7814 120 6 9 4 19576.8 0.534912
3452 120 6 9 4 32246 45.2579
5063 120 6 9 4 369.834 43.7395
2394 120 6 9 4 17.38 41.5122
3852 120 6 9 4 13390 1.91529
947 120 6 9 4 5335.14 0.333156
2832 120 6 9 4 841.791 42.2418
2444 120 6 9 4 2244.12 39.562
735 120 6 9 4 1043.24 43.0699
629 120 6 9 4 501.437 40.9703
7098 120 6 9 4 49227.3 0.30513
8488 120 6 9 4 1442.88 3.5427
2888 120 6 9 4 16580 26.0481
7366 120 6 9 4 702.426 41.365
6822 120 6 9 4 1206.31 0.53172
9108 120 6 9 4 1881.33 0.517493
5808 120 6 9 4 2040.53 1.41072
6602 120 6 9 4 1612.07 0.414624
8640 120 6 9 4 8919.39 0.473643
9939 120 6 9 4 93.8981 42.657
4955 120 6 9 4 13.5842 42.8014
2470 120 6 9 4 1.76357 40.8336
1253 120 6 9 4 106.161 40.7161
739 120 6 9 4 3015.88 41.4937
2629 120 6 9 4 4776.14 0.371924
7096 120 6 9 4 7435.88 42.0126
4547 120 6 9 4 0.9569 42.7588
8125 120 6 9 4 2942.8 0.500539
4043 120 6 9 4 925.833 1.74714
8667 120 6 9 4 0.95685 43.2107
4510 120 6 9 4 435.543 1.28283
4600 120 6 9 4 5413.86 0.650248
6163 120 6 9 4 160.839 40.7965
9138 120 6 9 4 10203.3 1.69292
4472 120 6 9 4 12.7983 41.7892
9024 120 6 9 4 966.037 40.6627
6701 120 6 9 4 1006.65 48.1064
8498 120 6 9 4 1284.37 3.19601
