Seed  np arch1 arch2 arch3 chi2/dat duration
1682 155 5 10 7 0.960238 48.1532
4732 155 5 10 7 44.5911 53.9654
1069 155 5 10 7 3.97215 49.6846
5319 155 5 10 7 394.37 50.2547
8783 155 5 10 7 0.930126 46.2824
7425 155 5 10 7 0.923094 50.635
1821 155 5 10 7 3.61274 50.3396
8846 155 5 10 7 65.6096 45.8216
7384 155 5 10 7 228.56 46.1642
9016 155 5 10 7 5256.92 0.554625
5959 155 5 10 7 20020.4 0.408959
1537 155 5 10 7 106.105 47.1426
2310 155 5 10 7 11114.1 4.9952
8238 155 5 10 7 4499.13 70.5732
4230 155 5 10 7 6255.6 50.5727
9261 155 5 10 7 432.513 43.1022
2262 155 5 10 7 24.6836 46.7755
2932 155 5 10 7 129.397 46.1898
4231 155 5 10 7 863.435 50.9366
175 155 5 10 7 298.134 53.5838
2302 155 5 10 7 45.2286 46.4358
4796 155 5 10 7 256.775 47.7185
5323 155 5 10 7 881.805 52.199
8007 155 5 10 7 64.4029 47.0107
1239 155 5 10 7 702.432 54.1976
8041 155 5 10 7 30056.9 49.3077
4870 155 5 10 7 550.57 45.6615
485 155 5 10 7 2584.48 54.5469
3407 155 5 10 7 1.00434 49.0939
4645 155 5 10 7 140.849 51.1128
4215 155 5 10 7 653.694 47.0672
3698 155 5 10 7 1.46932 46.2939
5621 155 5 10 7 0.945998 49.6367
2991 155 5 10 7 0.931987 51.4387
1840 155 5 10 7 10297.4 48.2295
5193 155 5 10 7 2224.38 2.18845
9664 155 5 10 7 5158.02 46.3394
1431 155 5 10 7 360.141 47.4248
1214 155 5 10 7 26.6232 48.4802
4053 155 5 10 7 372.948 46.69
3867 155 5 10 7 213.563 51.6202
8647 155 5 10 7 74.354 46.4182
7058 155 5 10 7 1328.01 46.2113
3565 155 5 10 7 303.157 46.5721
6427 155 5 10 7 74.9462 47.1457
4239 155 5 10 7 3290.69 44.2074
4306 155 5 10 7 7582.36 1.35007
3452 155 5 10 7 0.939093 48.5873
6440 155 5 10 7 9.88269 53.4288
2701 155 5 10 7 8890.24 0.667545
1957 155 5 10 7 0.960633 50.8398
