Seed  np arch1 arch2 arch3 chi2/dat duration
6743 59 4 4 5 230.828 35.1838
588 59 4 4 5 1586.9 0.891254
888 59 4 4 5 3414 38.177
1221 59 4 4 5 6194.16 39.8868
8941 59 4 4 5 1.43272 38.7873
1561 59 4 4 5 50129.3 40.6259
2559 59 4 4 5 562.846 42.3833
1065 59 4 4 5 5219.46 0.707317
9447 59 4 4 5 1278.36 34.9665
2264 59 4 4 5 1594.71 1.06669
4976 59 4 4 5 1021.39 37.5117
3609 59 4 4 5 7115.7 1.77863
2390 59 4 4 5 10250.8 0.354556
721 59 4 4 5 14177.9 0.564911
1002 59 4 4 5 3.56012 38.0173
6535 59 4 4 5 600.547 41.3367
8764 59 4 4 5 85.794 35.7793
7354 59 4 4 5 1732.58 38.2566
1700 59 4 4 5 2474.79 43.0324
5506 59 4 4 5 3313.86 0.44987
3095 59 4 4 5 5384.65 0.730217
956 59 4 4 5 294.834 41.1782
4752 59 4 4 5 2108.06 37.2406
64 59 4 4 5 3.71613 38.0723
9163 59 4 4 5 1014.59 0.971302
2780 59 4 4 5 274.435 37.7654
4331 59 4 4 5 564.932 36.7171
7271 59 4 4 5 260.39 38.2878
6199 59 4 4 5 902.751 0.537707
121 59 4 4 5 1219.49 41.6587
1188 59 4 4 5 39871.4 37.88
1222 59 4 4 5 70.0109 40.1088
3627 59 4 4 5 1513.2 41.2638
2437 59 4 4 5 183.803 39.6672
319 59 4 4 5 1936.6 35.6342
3272 59 4 4 5 973.629 38.8222
2516 59 4 4 5 984.28 37.3111
8022 59 4 4 5 590.885 0.50595
4927 59 4 4 5 720.503 38.808
2413 59 4 4 5 1920.15 34.4792
4778 59 4 4 5 756.773 37.5505
6893 59 4 4 5 1461.24 35.7428
4835 59 4 4 5 6423.28 38.5344
466 59 4 4 5 1147.24 38.0186
754 59 4 4 5 10194.4 43.2759
9842 59 4 4 5 411.715 35.5636
321 59 4 4 5 179.286 36.4188
7030 59 4 4 5 1702.86 0.550429
2226 59 4 4 5 5678.56 36.6962
361 59 4 4 5 914.407 1.03457
2368 59 4 4 5 1283.79 0.322822
