Seed  np arch1 arch2 arch3 chi2/dat duration
6863 203 9 10 7 5670.14 0.632596
6134 203 9 10 7 3346.74 60.6773
3907 203 9 10 7 1.03375 55.3827
3079 203 9 10 7 57.5506 54.0773
97 203 9 10 7 5.72482 55.78
6545 203 9 10 7 0.912704 53.8155
1671 203 9 10 7 5016.03 0.456011
8673 203 9 10 7 143.167 60.8627
416 203 9 10 7 1257.59 0.520847
8700 203 9 10 7 3875.39 56.4924
4228 203 9 10 7 6.5207 55.9379
3537 203 9 10 7 2707.71 57.2818
8876 203 9 10 7 369.914 55.5041
1850 203 9 10 7 0.927635 53.5422
1893 203 9 10 7 1036.17 58.642
1242 203 9 10 7 108.355 53.1288
1007 203 9 10 7 755.997 56.8843
5001 203 9 10 7 7.90283 49.8522
119 203 9 10 7 385.74 1.00215
7628 203 9 10 7 653.672 54.9395
8612 203 9 10 7 655.495 5.18821
4234 203 9 10 7 347.361 55.7933
4613 203 9 10 7 16408.7 0.408217
174 203 9 10 7 1152.73 57.7161
81 203 9 10 7 3649.09 3.77394
3271 203 9 10 7 14.8161 58.3538
6252 203 9 10 7 169.992 48.2929
5587 203 9 10 7 0.953694 57.2449
9661 203 9 10 7 1.01747 53.3232
9187 203 9 10 7 353.949 60.8551
3283 203 9 10 7 17808.3 5.09859
7712 203 9 10 7 6444.89 51.9125
8130 203 9 10 7 955.542 54.7864
8414 203 9 10 7 2.17213 50.1205
3279 203 9 10 7 1289.29 57.1168
5875 203 9 10 7 809.461 51.123
7598 203 9 10 7 1.02152 54.7004
1372 203 9 10 7 1.15522 54.8012
8458 203 9 10 7 0.932887 55.1237
1970 203 9 10 7 357.002 55.2036
6975 203 9 10 7 750.946 55.136
3206 203 9 10 7 103.369 56.0573
6568 203 9 10 7 2785.72 56.39
9469 203 9 10 7 34.4748 54.5696
8412 203 9 10 7 2822.74 56.5975
8778 203 9 10 7 5189.45 62.1391
2797 203 9 10 7 1.20004 57.7699
6718 203 9 10 7 686.455 61.5821
3742 203 9 10 7 3745 0.682937
356 203 9 10 7 5654.27 8.72196
804 203 9 10 7 0.935244 57.0485
