Seed  np arch1 arch2 arch3 chi2/dat duration
9134 143 5 7 10 618.904 50.4691
1301 143 5 7 10 11466.6 2.6241
624 143 5 7 10 458.151 46.3267
3823 143 5 7 10 29.0979 50.0227
4453 143 5 7 10 2982.37 43.333
169 143 5 7 10 485.319 48.1551
4407 143 5 7 10 707.686 50.0621
1696 143 5 7 10 994.278 53.703
3666 143 5 7 10 544.512 45.6945
8866 143 5 7 10 2.52445 43.583
6686 143 5 7 10 2.36808 47.4945
7166 143 5 7 10 67.9428 43.5094
2287 143 5 7 10 564.134 46.0798
4428 143 5 7 10 37.9099 49.5365
340 143 5 7 10 316.867 47.4776
2312 143 5 7 10 2335 47.4193
5679 143 5 7 10 531.705 44.2876
4102 143 5 7 10 46.3659 50.7489
3882 143 5 7 10 66.2845 48.401
6488 143 5 7 10 654.185 46.5144
4665 143 5 7 10 7848.99 53.0703
3075 143 5 7 10 661.677 46.3065
3466 143 5 7 10 0.927851 47.7612
4436 143 5 7 10 1.35235 48.0248
6709 143 5 7 10 31118.1 51.7326
1067 143 5 7 10 9.93839 46.0476
5410 143 5 7 10 50.3092 52.3567
2368 143 5 7 10 768.556 49.2698
7971 143 5 7 10 217.034 52.5366
4808 143 5 7 10 3.0575 48.3792
6307 143 5 7 10 0.952661 50.7264
6418 143 5 7 10 1820.49 47.1846
2201 143 5 7 10 4199.09 45.8551
1345 143 5 7 10 812.12 47.5136
7040 143 5 7 10 4311.68 6.09074
1848 143 5 7 10 1.0875 43.3469
3446 143 5 7 10 0.946117 49.6486
8780 143 5 7 10 288.258 48.0958
3463 143 5 7 10 1524.44 48.8965
6641 143 5 7 10 0.961815 44.068
8406 143 5 7 10 554.064 54.1583
9554 143 5 7 10 1055.26 48.4806
3046 143 5 7 10 4.71359 47.7647
7489 143 5 7 10 1077.56 50.7216
3845 143 5 7 10 1933.02 0.334565
1353 143 5 7 10 280.459 48.9057
8415 143 5 7 10 751.507 46.3036
2067 143 5 7 10 2650.15 45.8081
2029 143 5 7 10 80.0041 49.4708
146 143 5 7 10 0.952353 47.801
1445 143 5 7 10 1.08372 46.8961
