Seed  np arch1 arch2 arch3 chi2/dat duration
4277 103 8 6 4 2344.19 40.2894
983 103 8 6 4 28201.1 0.69093
4547 103 8 6 4 1322.93 40.5623
8638 103 8 6 4 493.01 43.6022
7583 103 8 6 4 1000.48 5.02376
9961 103 8 6 4 654.913 40.9246
6122 103 8 6 4 13815.7 46.0424
7650 103 8 6 4 6381.94 0.829811
9412 103 8 6 4 453.911 38.0805
5675 103 8 6 4 0.943877 43.8072
2622 103 8 6 4 12.5235 44.7855
6058 103 8 6 4 69.141 41.9975
5597 103 8 6 4 1.06785 38.0347
4868 103 8 6 4 278.617 0.760114
9234 103 8 6 4 242.128 41.6311
7056 103 8 6 4 223.188 40.8045
3069 103 8 6 4 13832.8 41.0831
8551 103 8 6 4 2080.04 47.0102
9184 103 8 6 4 68.9129 37.2547
4988 103 8 6 4 10576.7 0.399085
9936 103 8 6 4 2749.44 6.72035
5947 103 8 6 4 1673.08 39.3168
3718 103 8 6 4 220.664 40.6806
7627 103 8 6 4 340.382 45.0456
8690 103 8 6 4 1418.74 39.3124
8450 103 8 6 4 511.671 45.9108
8531 103 8 6 4 2988.46 0.473277
7450 103 8 6 4 14779.2 0.647011
5816 103 8 6 4 1771.87 41.6926
1408 103 8 6 4 505.522 43.0138
8211 103 8 6 4 1409.9 3.74478
1379 103 8 6 4 5470.32 39.5978
3610 103 8 6 4 955.762 47.0843
7110 103 8 6 4 3811.34 44.2089
6407 103 8 6 4 1.32727 45.6577
9390 103 8 6 4 5327.61 2.04649
1810 103 8 6 4 2418.99 47.3849
1890 103 8 6 4 1459.22 36.2581
6559 103 8 6 4 52490.9 48.0295
4490 103 8 6 4 0.977818 42.8034
7836 103 8 6 4 9847.68 42.7264
7615 103 8 6 4 1.01126 41.9004
1658 103 8 6 4 3664.24 41.6124
1786 103 8 6 4 1018.22 44.779
12 103 8 6 4 1921.53 42.5158
1423 103 8 6 4 576.542 0.435247
6132 103 8 6 4 1489.45 0.690356
7522 103 8 6 4 239.302 45.0863
4891 103 8 6 4 2959.73 0.628368
7388 103 8 6 4 650.473 21.9032
1157 103 8 6 4 655.378 41.933
