Seed  np arch1 arch2 arch3 chi2/dat duration
728 103 4 6 8 334.676 39.0074
449 103 4 6 8 0.957718 45.4918
8305 103 4 6 8 192.316 38.7291
3254 103 4 6 8 1.05812 41.6839
3391 103 4 6 8 233.551 43.9797
7710 103 4 6 8 36.859 41.142
9366 103 4 6 8 1056.34 39.0697
1536 103 4 6 8 319.784 47.7045
390 103 4 6 8 356.717 41.8017
5881 103 4 6 8 1.82112 41.2992
735 103 4 6 8 1144.2 2.84683
2524 103 4 6 8 8730.82 42.5343
4893 103 4 6 8 633.146 0.499703
1216 103 4 6 8 3919.71 44.0216
1768 103 4 6 8 10.3009 40.6552
4820 103 4 6 8 111.119 40.5215
3199 103 4 6 8 3309.02 0.82513
9184 103 4 6 8 1136.65 40.9135
114 103 4 6 8 6636.49 42.7604
7125 103 4 6 8 2684.39 41.7236
3248 103 4 6 8 1732.13 45.1967
5 103 4 6 8 186.58 39.0829
3892 103 4 6 8 333137 41.9905
2567 103 4 6 8 434.412 42.0056
6108 103 4 6 8 46.4271 43.6425
1657 103 4 6 8 0.945193 43.414
1146 103 4 6 8 446.684 41.4972
1120 103 4 6 8 0.946924 44.1591
677 103 4 6 8 108.982 43.3017
34 103 4 6 8 15.5569 41.293
677 103 4 6 8 108.982 43.5095
2240 103 4 6 8 2297.41 39.3906
209 103 4 6 8 599.27 0.316196
2909 103 4 6 8 307.031 44.4185
6007 103 4 6 8 151.188 45.6668
7090 103 4 6 8 519.859 43.8034
94 103 4 6 8 0.926367 42.2102
3576 103 4 6 8 751.449 40.2032
384 103 4 6 8 279.16 44.9653
2575 103 4 6 8 666.282 41.0641
7026 103 4 6 8 2056.52 0.421843
1952 103 4 6 8 213.885 43.6032
5122 103 4 6 8 767.819 40.6458
6518 103 4 6 8 453.107 41.2546
1761 103 4 6 8 221.725 40.3056
3485 103 4 6 8 1096.15 41.3652
2868 103 4 6 8 1018.7 0.352461
4734 103 4 6 8 10879.5 40.6454
6644 103 4 6 8 0.950418 44.594
660 103 4 6 8 265.415 39.8436
1988 103 4 6 8 1706.31 40.9292
