Seed  np arch1 arch2 arch3 chi2/dat duration
2082 119 9 4 10 680.56 0.714998
3999 119 9 4 10 4.42155 47.6264
8954 119 9 4 10 762.386 43.8118
4409 119 9 4 10 12.921 37.9107
6260 119 9 4 10 2.98945 45.2678
2056 119 9 4 10 101.986 45.1043
5417 119 9 4 10 3478.97 48.3695
7295 119 9 4 10 99.2701 44.2911
7928 119 9 4 10 73.2827 46.7461
9885 119 9 4 10 1849.86 1.08457
9135 119 9 4 10 2223.34 2.35834
179 119 9 4 10 1679.77 50.9434
6896 119 9 4 10 1.38827e+06 0.313766
7354 119 9 4 10 408.014 42.9146
2193 119 9 4 10 518.23 43.345
49 119 9 4 10 0.954382 47.8026
831 119 9 4 10 43.7978 47.2618
196 119 9 4 10 270.117 46.6269
1262 119 9 4 10 2255.94 45.8364
9142 119 9 4 10 2734.13 44.3221
1068 119 9 4 10 31.6503 47.0515
3663 119 9 4 10 16.252 39.2294
123 119 9 4 10 317.312 47.8914
6196 119 9 4 10 362.283 41.8273
5525 119 9 4 10 1518.83 1.00411
2501 119 9 4 10 1.07803 46.5118
488 119 9 4 10 4384.34 47.5221
1366 119 9 4 10 0.959027 43.908
5623 119 9 4 10 1092.89 44.9146
3895 119 9 4 10 479.686 47.5805
322 119 9 4 10 570.647 43.5999
7748 119 9 4 10 5732.48 49.0518
4586 119 9 4 10 22989.5 46.7151
368 119 9 4 10 181.319 43.0784
811 119 9 4 10 4286.21 1.06196
9598 119 9 4 10 338.596 47.2128
2859 119 9 4 10 6580.08 1.29566
7150 119 9 4 10 776.675 3.29412
7146 119 9 4 10 1924.21 43.1751
5392 119 9 4 10 14.1144 49.1114
7267 119 9 4 10 955.335 48.9282
7123 119 9 4 10 204.321 43.1112
2464 119 9 4 10 9.75541 41.1799
3979 119 9 4 10 486.818 42.4894
2546 119 9 4 10 0.9459 48.8126
1439 119 9 4 10 366.54 49.194
3977 119 9 4 10 55.9585 46.5908
5983 119 9 4 10 1002.09 0.961548
5779 119 9 4 10 1.41903 47.3513
5225 119 9 4 10 0.966585 45.78
7396 119 9 4 10 169.894 47.4455
