Seed  np arch1 arch2 arch3 chi2/dat duration
3527 169 8 8 8 5032.27 1.05792
511 169 8 8 8 0.928817 51.943
1885 169 8 8 8 2.0893 51.0171
448 169 8 8 8 0.907747 55.6909
8892 169 8 8 8 6257.42 4.94246
9093 169 8 8 8 271.783 49.4093
2834 169 8 8 8 3274.91 1.24515
1260 169 8 8 8 0.931147 52.5271
3804 169 8 8 8 890.36 0.715794
8989 169 8 8 8 946.833 49.4929
4228 169 8 8 8 404.243 55.2103
500 169 8 8 8 5527.76 0.401292
4299 169 8 8 8 15.0098 54.6658
9457 169 8 8 8 231.249 47.6674
6886 169 8 8 8 231.663 47.1612
7276 169 8 8 8 431.319 49.1444
3471 169 8 8 8 48.3493 54.9685
6493 169 8 8 8 18232.3 0.547833
2595 169 8 8 8 1612.12 47.5707
287 169 8 8 8 0.902237 53.4323
3747 169 8 8 8 70.2341 48.743
6827 169 8 8 8 26.1408 50.2945
1821 169 8 8 8 24.3466 48.2718
9732 169 8 8 8 90.7863 53.2075
9180 169 8 8 8 274.379 50.1157
8013 169 8 8 8 1017.7 50.3437
666 169 8 8 8 42036.5 0.505647
3021 169 8 8 8 8578.17 50.3873
9450 169 8 8 8 18.6781 51.1627
717 169 8 8 8 15.5177 50.9093
7495 169 8 8 8 9.30948 48.6774
7806 169 8 8 8 15.5816 53.3599
8607 169 8 8 8 1.9281 52.8452
7471 169 8 8 8 94.0935 49.6082
8657 169 8 8 8 163.089 50.3746
7327 169 8 8 8 1.0046 48.8632
3686 169 8 8 8 13156.5 55.0517
2317 169 8 8 8 3002.52 1.62293
7488 169 8 8 8 1144.89 2.5082
8775 169 8 8 8 0.933304 54.179
2224 169 8 8 8 35.6889 47.9142
1878 169 8 8 8 331.84 47.9458
3372 169 8 8 8 6.51605 49.8084
632 169 8 8 8 2.9971 48.539
2927 169 8 8 8 795.302 49.5162
8734 169 8 8 8 20.8653 49.1657
3556 169 8 8 8 748.77 49.7534
4651 169 8 8 8 41.3945 54.4952
9031 169 8 8 8 581.188 51.2895
2321 169 8 8 8 13931.8 0.638806
1124 169 8 8 8 10.2391 47.8963
