Seed  np arch1 arch2 arch3 chi2/dat duration
1991 227 9 10 9 22.7511 60.8524
2275 227 9 10 9 8348.12 62.109
8248 227 9 10 9 2608.17 0.679252
5273 227 9 10 9 0.938169 62.2078
6187 227 9 10 9 1707.44 55.8388
7483 227 9 10 9 193.176 58.7817
2644 227 9 10 9 3689.69 61.0637
1240 227 9 10 9 585.228 7.68109
1758 227 9 10 9 0.949654 57.728
9023 227 9 10 9 1.65925 60.0201
1733 227 9 10 9 0.930213 58.0405
1928 227 9 10 9 36.4176 58.2114
85 227 9 10 9 0.920192 55.4051
9907 227 9 10 9 505.389 62.8223
8353 227 9 10 9 2714.5 61.1951
6300 227 9 10 9 1819.22 64.5967
9702 227 9 10 9 6605.79 66.5881
7688 227 9 10 9 1180.53 57.112
8234 227 9 10 9 528.169 57.7735
9264 227 9 10 9 109.384 55.2701
2888 227 9 10 9 6443.48 58.0422
6369 227 9 10 9 0.902131 58.4453
5863 227 9 10 9 1143.21 2.01779
5875 227 9 10 9 1.28751 61.1063
8216 227 9 10 9 6.92739 57.3144
6295 227 9 10 9 987 58.5215
1141 227 9 10 9 1.25808 61.4982
2906 227 9 10 9 2.92911 56.5791
995 227 9 10 9 0.889201 57.8259
9048 227 9 10 9 5635.82 3.03814
1204 227 9 10 9 0.930281 60.6849
8901 227 9 10 9 0.920572 59.4836
6545 227 9 10 9 0.942237 59.8625
1102 227 9 10 9 15.5947 58.381
903 227 9 10 9 603.362 61.0105
2751 227 9 10 9 30.3249 56.0518
1267 227 9 10 9 4315.4 59.9852
4616 227 9 10 9 438.739 61.114
6786 227 9 10 9 5394.85 15.7051
3773 227 9 10 9 0.87336 62.0687
9 227 9 10 9 314.49 57.2129
3061 227 9 10 9 1683.83 57.7227
1594 227 9 10 9 291.157 60.1438
951 227 9 10 9 1104.46 56.5027
1870 227 9 10 9 337.765 58.3238
1877 227 9 10 9 25.0038 61.402
3698 227 9 10 9 0.894066 59.8045
4569 227 9 10 9 328.446 60.5637
7462 227 9 10 9 101.955 55.2483
7309 227 9 10 9 0.928945 62.6667
817 227 9 10 9 186.592 59.0086
