Seed  np arch1 chi2/dat duration
6141 85 28 59696 0.910174
9815 85 28 9.50543 204.778
2008 85 28 53097.4 11.1239
6079 85 28 339288 0.688698
7552 85 28 2740.28 1.20691
6069 85 28 190224 0.663335
470 85 28 33704.1 141.223
8316 85 28 3.83882e+06 0.716067
2922 85 28 49188.6 0.930857
251 85 28 22393.2 0.973622
1295 85 28 3779.85 0.9904
6456 85 28 4.23463e+06 63.19
2445 85 28 101441 0.696829
8972 85 28 303786 0.702889
880 85 28 1.31452e+06 2.081
1697 85 28 7318.22 0.681822
1719 85 28 85824.3 49.858
2466 85 28 0.970977 180.265
134 85 28 2.10227e+06 0.930834
3178 85 28 13631.8 0.726134
5384 85 28 0.956128 200.143
5760 85 28 2.33045e+07 0.712762
1047 85 28 203932 0.682308
9498 85 28 1.04035e+06 1.39525
7546 85 28 0.957521 211.775
8901 85 28 13.9384 180.988
6267 85 28 1.87535e+07 1.12928
4898 85 28 0.967785 207.946
5928 85 28 0.980844 185.355
5651 85 28 0.982708 207.719
1873 85 28 0.988741 196.897
892 85 28 6.38369e+06 1.18353
8949 85 28 1.64098 163.174
9658 85 28 1.41683 205.168
6892 85 28 188.849 165.687
1844 85 28 59117.8 0.70973
2098 85 28 426829 58.3253
2854 85 28 3.15322e+06 0.968179
3557 85 28 115674 24.3171
6719 85 28 0.946314 177.695
3875 85 28 933309 82.6556
2053 85 28 1.20252e+06 0.7091
623 85 28 62402.6 1.16256
9352 85 28 245.216 197.873
7429 85 28 0.963706 186.924
5010 85 28 259902 0.681531
2702 85 28 171988 1.12117
5542 85 28 4247.92 163.643
3087 85 28 5096.22 169.512
3257 85 28 0.976174 193.541
1413 85 28 23766.3 0.739825
