Seed  np arch1 chi2/dat duration
3689 76 25 3.2704e+06 155.076
4938 76 25 9.18386e+06 0.781794
5236 76 25 91598.7 0.748278
1408 76 25 82826.5 0.9547
1599 76 25 6.83058 154.872
6424 76 25 4035.54 0.621128
4703 76 25 0.971984 158.22
7917 76 25 0.97358 162.109
8160 76 25 79109.4 58.2802
7945 76 25 2.45909e+07 81.1513
8057 76 25 0.975759 165.005
7294 76 25 12207.6 96.5811
290 76 25 1.22354e+06 0.567115
7538 76 25 8.62104 170.073
7899 76 25 0.962257 154.668
9861 76 25 6.64435e+06 0.570471
196 76 25 13186.7 143.83
3492 76 25 363102 112.244
4984 76 25 0.959897 155.769
5947 76 25 124361 0.769178
7673 76 25 6.248 143.077
6301 76 25 1.3934e+06 0.576433
1226 76 25 0.946603 147.803
8648 76 25 427740 0.571101
7921 76 25 0.947686 154.49
1775 76 25 140221 0.824627
1006 76 25 0.948264 166.864
3837 76 25 1.09519 163.722
7678 76 25 0.991164 165.049
831 76 25 0.962074 159.124
8892 76 25 38.6086 152.266
8779 76 25 0.978341 156.359
1218 76 25 0.944723 164.605
3825 76 25 3.76123 159.321
8837 76 25 20493.2 0.619967
790 76 25 80.2472 145.648
6855 76 25 77563.4 0.570024
2636 76 25 1.69633 167.595
4334 76 25 0.966312 166.085
4932 76 25 0.96089 163.397
6926 76 25 58784.7 62.3978
4156 76 25 1.57007 144.975
6899 76 25 280974 117.923
8703 76 25 5.82417e+06 161.401
1099 76 25 166.895 139.839
6983 76 25 18214.7 0.592603
7589 76 25 11288.7 5.76243
1650 76 25 437010 0.558373
7721 76 25 128591 139.713
7313 76 25 0.968162 156.689
288 76 25 1.08015e+06 0.599389
