Seed  np arch1 chi2/dat duration
8093 148 49 17790.7 1.34156
4117 148 49 292.423 403.535
7043 148 49 29929.4 134.482
9834 148 49 5.30521e+08 1.33618
5824 148 49 114324 1.79
8108 148 49 2.56168 360.483
3600 148 49 738194 1.34691
1161 148 49 48.7345 328.256
2181 148 49 666948 1.33088
6702 148 49 893632 2.20008
299 148 49 887379 1.81246
1619 148 49 0.942347 358.73
6732 148 49 485338 1.32714
9341 148 49 249493 1.34929
1444 148 49 424284 1.32203
7589 148 49 154595 1.37805
4702 148 49 1.27443e+06 247.871
4426 148 49 538304 1.35879
3912 148 49 23285.7 2.69063
3529 148 49 522372 1.76688
7778 148 49 9.78081e+06 1.30832
6738 148 49 2.97889e+06 1.3186
3608 148 49 22.2108 358.593
2440 148 49 0.972751 370.595
1251 148 49 32731 1.79602
9205 148 49 520713 225.705
4143 148 49 246317 132.208
268 148 49 21.6909 359.45
8250 148 49 1.33658e+06 247.051
3353 148 49 1.3726e+06 1.79314
4623 148 49 3.41233e+06 1.45003
222 148 49 1.01247e+06 317.152
2234 148 49 111953 1.40325
7463 148 49 14419.3 1.32324
2112 148 49 521387 1.3306
2406 148 49 1.40195e+06 1.35736
1540 148 49 2.39588e+06 1.29291
4604 148 49 69.8618 380.598
1057 148 49 1.08306e+08 1.33537
3092 148 49 265.558 313.328
4479 148 49 323748 94.352
2204 148 49 95.0723 298.9
5142 148 49 0.974429 365.829
3149 148 49 74783 1.3274
3998 148 49 60024.9 5.72551
1301 148 49 9.68048e+06 1.35884
8181 148 49 0.965526 347.206
7499 148 49 2350.46 352.77
8699 148 49 0.959218 357.001
52 148 49 177390 11.2512
6801 148 49 38279 227.499
