Seed  np arch1 chi2/dat duration
7568 52 17 0.96934 99.9226
4240 52 17 0.955384 110.847
637 52 17 134215 23.2289
7016 52 17 607826 0.372348
6515 52 17 32.9592 101.954
1830 52 17 323323 66.4971
8740 52 17 7.341e+06 0.366634
2292 52 17 0.95601 112.101
3270 52 17 55152.8 0.505662
3191 52 17 1.18218e+06 92.109
967 52 17 0.990809 107.906
1908 52 17 4.61479 112.037
7800 52 17 30.3092 108.195
9814 52 17 4.60349e+06 93.1906
9587 52 17 0.975291 111.365
6793 52 17 0.971258 111.967
2573 52 17 279.037 111.297
623 52 17 0.97399 109.542
3747 52 17 0.979978 112.126
8626 52 17 6706.06 31.4612
2715 52 17 0.956417 98.8346
6300 52 17 16.118 113.714
8743 52 17 0.957692 104.02
4616 52 17 2.39221e+06 59.9515
3011 52 17 0.973506 113.297
3457 52 17 0.964413 100.758
1725 52 17 1.39958e+06 0.372649
1958 52 17 0.960716 109.33
9521 52 17 330684 0.519372
7102 52 17 0.960466 102.822
7509 52 17 1.14733 97.4873
5129 52 17 4.60672 94.5382
9843 52 17 0.962869 108.995
178 52 17 8814.99 54.8726
6570 52 17 257901 59.153
6294 52 17 0.973225 114.127
7072 52 17 0.956411 111.215
137 52 17 0.956274 112.566
8678 52 17 0.958972 113.303
1440 52 17 264637 0.644927
2331 52 17 122779 0.388936
6846 52 17 269513 0.527561
8965 52 17 11173.5 36.1282
7282 52 17 894846 0.521278
212 52 17 1.26451e+06 0.516726
9381 52 17 80085.4 0.38475
6948 52 17 693392 31.0153
8689 52 17 106357 0.361377
4661 52 17 23715.3 51.831
2090 52 17 502315 0.369348
7003 52 17 5.52828e+07 4.91899
