Seed  np arch1 chi2/dat duration
5241 22 7 295841 0.164921
8299 22 7 32.7008 49.8699
4806 22 7 449.766 46.5654
3718 22 7 7.98931 50.7431
1544 22 7 75.0378 51.1183
453 22 7 84.1513 43.1741
7241 22 7 1.43903e+06 0.1792
1132 22 7 532920 0.549055
4225 22 7 1.08374 51.381
7555 22 7 259.08 41.4193
6147 22 7 422333 0.217252
5523 22 7 399.309 41.2393
1758 22 7 80.6877 41.3733
9573 22 7 175051 0.311096
7869 22 7 125.308 52.0336
4154 22 7 1.03883 50.0592
9333 22 7 54.6073 46.8434
4904 22 7 4.5198 51.9661
9189 22 7 39.8031 43.1185
213 22 7 158.252 41.2918
9672 22 7 11.6851 52.1206
1103 22 7 99164.2 0.193275
4621 22 7 772.227 44.0351
3946 22 7 33.879 52.6649
4935 22 7 111115 0.181793
792 22 7 38448.3 0.179863
646 22 7 1.20988 50.9971
3875 22 7 14035.3 0.38606
3001 22 7 13.0106 49.504
7984 22 7 0.998544 48.696
8039 22 7 96190.4 0.241882
3691 22 7 1.4392e+06 26.8668
9726 22 7 1.31411 51.8152
2609 22 7 32.0787 44.0814
7011 22 7 14012.5 0.244354
9946 22 7 133.734 42.3714
4948 22 7 246.558 50.9273
424 22 7 124670 0.28526
1082 22 7 341.039 52.1159
7170 22 7 3.84661 51.669
4107 22 7 164.183 48.8865
3511 22 7 174.395 45.4667
6241 22 7 41387.3 0.70779
3764 22 7 5.02577e+08 0.173536
3905 22 7 7.66918 52.5828
3906 22 7 59.9699 50.1268
4307 22 7 33.1194 52.3801
1030 22 7 39.0378 52.2256
6952 22 7 469.457 46.351
6557 22 7 21.5219 48.6314
3377 22 7 1.10021 52.6793
