Seed  np arch1 chi2/dat duration
5071 118 39 538937 1.04756
9742 118 39 0.975206 295.784
3688 118 39 0.967431 252.571
9317 118 39 551115 1.38137
1645 118 39 1.5744e+07 1.0575
1963 118 39 223844 0.998797
2039 118 39 409411 1.00726
5329 118 39 93105.3 100.726
1221 118 39 1.80863e+06 0.994809
2689 118 39 605669 64.638
4756 118 39 17.2476 254.709
7939 118 39 648877 1.39599
3846 118 39 0.951003 302.386
6373 118 39 2.41477e+06 1.41856
998 118 39 0.964713 260.586
9660 118 39 1.25096e+07 1.3459
7008 118 39 216158 1.00293
6344 118 39 1780.62 115.589
7092 118 39 0.933664 277.967
4562 118 39 922393 115.545
8461 118 39 2.54787 303.596
579 118 39 9.29638e+06 0.989412
6875 118 39 83708.2 1.02937
119 118 39 6310.73 1.06639
4109 118 39 2.87737e+06 205.771
4498 118 39 788118 1.00566
4212 118 39 1.73535e+06 1.70695
8244 118 39 18141.9 1.04639
9236 118 39 17585.7 209
4235 118 39 0.969062 285.953
218 118 39 1111.2 276.38
22 118 39 6.86971e+06 1.02948
5716 118 39 0.964711 290.235
7501 118 39 1.64167e+08 1.00353
9539 118 39 8.81537 255.616
6784 118 39 65025.3 175.368
7462 118 39 38076.8 1.03387
4607 118 39 312240 1.37775
6514 118 39 1.7522e+07 1.00821
3056 118 39 7.83971e+06 2.05944
1146 118 39 40.1133 287.528
4668 118 39 670200 261.945
1522 118 39 3.30288e+06 13.2716
931 118 39 14510.6 3.75754
8973 118 39 0.921607 287.943
3104 118 39 797417 1.00069
3217 118 39 0.93097 300.624
7484 118 39 933476 1.40444
7678 118 39 247474 24.9501
6753 118 39 8.45259e+07 0.992205
429 118 39 1.30247e+08 1.72917
