Seed  np arch1 chi2/dat duration
7748 151 50 47889.8 1.36438
3694 151 50 0.952202 390.119
9555 151 50 2.29122e+06 1.40616
7554 151 50 472686 184.279
4067 151 50 1.78616e+08 1.43305
8364 151 50 2.83954e+06 97.0333
598 151 50 508410 2.29651
4031 151 50 315736 48.609
904 151 50 5.01283e+06 1.38905
1661 151 50 207694 1.35776
1492 151 50 1.28964e+07 1.79867
3832 151 50 17.3463 353.347
3441 151 50 790837 157.984
5889 151 50 146844 1.37432
951 151 50 9.00498 398.66
202 151 50 161388 1.36426
679 151 50 322805 266.494
8057 151 50 2.54986e+06 1.36114
2870 151 50 2.46987e+06 1.46971
7769 151 50 7807.17 249.896
483 151 50 1.09867e+06 1.38838
5843 151 50 28.9975 330.518
9447 151 50 6.44666e+06 1.32616
5237 151 50 153.34 428.418
7504 151 50 1.31777e+06 1.38278
802 151 50 0.969174 366.091
6364 151 50 0.953593 335.862
2998 151 50 0.970954 359.709
3997 151 50 71347.7 1.83114
8490 151 50 1.41318e+08 15.5731
5780 151 50 555550 99.7872
420 151 50 296.784 317.554
9674 151 50 420278 1.36082
8320 151 50 3.94141e+08 1.32624
3948 151 50 120112 1.39175
1599 151 50 2.93466e+08 1.39418
1568 151 50 0.998041 383.752
857 151 50 1.06009 371.091
5617 151 50 0.95474 343.087
887 151 50 61262.2 1.42837
4626 151 50 23556.3 1.42486
2366 151 50 363828 1.40184
1916 151 50 3.54422 368.465
5780 151 50 555550 99.7332
7179 151 50 495.218 418.923
9357 151 50 5.30421e+06 1.37156
9571 151 50 83839.4 1.37045
2512 151 50 1.14121 352.518
5721 151 50 1.8141e+06 1.36579
758 151 50 0.982627 342.624
7872 151 50 475513 1.33794
