Seed  np arch1 chi2/dat duration
6536 97 32 1.00849e+06 0.8564
1183 97 32 27920.7 0.819919
9577 97 32 5.02194 206.133
6881 97 32 169764 0.818644
2980 97 32 3554.76 239.518
1033 97 32 884122 1.11745
2180 97 32 1.25888e+07 1.33566
4211 97 32 0.971686 234.593
9868 97 32 3.94077e+06 0.790087
4023 97 32 191194 82.2694
7406 97 32 68267.2 112.304
4967 97 32 118871 1.11385
5895 97 32 1.98904e+06 0.821506
6832 97 32 8.48678e+06 0.846601
1890 97 32 516108 11.1282
8811 97 32 6.11414e+06 1.07524
6647 97 32 356.029 191.288
1256 97 32 8.43321 212.846
2719 97 32 1.50434e+06 0.863294
4703 97 32 1.39077 219.647
4476 97 32 1.0532 227.034
9629 97 32 542497 1.1299
9310 97 32 353828 0.821777
3289 97 32 0.98117 200.609
1416 97 32 5445.97 37.0295
5781 97 32 1.19405e+07 1.37501
5338 97 32 731089 21.9967
738 97 32 1.00476e+06 1.35879
7617 97 32 103044 0.823573
3975 97 32 395414 0.823187
1982 97 32 0.96688 225.662
2127 97 32 223251 1.61651
2431 97 32 21457.7 0.830276
6339 97 32 45.2412 212.356
7640 97 32 1.61486e+06 0.824835
9747 97 32 39501.5 0.805114
8642 97 32 266.232 250.843
7872 97 32 35650.4 0.81699
3636 97 32 165336 14.6915
161 97 32 1.1813e+06 0.82078
4886 97 32 182885 95.9935
9498 97 32 804458 104.852
6479 97 32 26.3126 239.303
2439 97 32 33550 125.217
8610 97 32 234146 72.2747
5405 97 32 1.07713 208.482
5714 97 32 1.08402e+06 85.3005
9904 97 32 0.970917 218.645
1519 97 32 338821 1.42408
8361 97 32 2.23518 218.717
3109 97 32 542494 6.07831
