Seed  np arch1 chi2/dat duration
9342 124 41 1.62059e+06 1.41
1533 124 41 1.0877e+06 4.86473
7647 124 41 260.705 254.032
1524 124 41 425350 1.08812
1363 124 41 0.961267 303.223
5981 124 41 0.967932 312.319
8758 124 41 508100 278.307
1869 124 41 11103.7 1.12972
4365 124 41 186357 87.2389
7899 124 41 142449 1.12615
6493 124 41 2.28207e+07 230.822
324 124 41 83.8598 258.814
3965 124 41 0.965461 314.081
9934 124 41 483769 2.16533
2458 124 41 1.2777e+08 1.05026
4172 124 41 155692 204.031
3876 124 41 243601 1.06764
5172 124 41 1.4292e+07 1.05063
5197 124 41 3.62135e+07 1.76524
968 124 41 63.6751 248.252
3492 124 41 933915 1.09505
1545 124 41 3.53494e+06 1.09908
3328 124 41 138412 1.45656
9950 124 41 63615.8 1.08179
6784 124 41 76190.7 102.385
7790 124 41 1.75524e+06 1.0768
5482 124 41 1.31512e+06 1.04362
1163 124 41 2.75931 265.359
7839 124 41 275.16 323.279
8731 124 41 0.96516 288.694
7840 124 41 36.74 288.355
4702 124 41 841487 253.686
7070 124 41 45.2392 292.06
4930 124 41 5.96654 276.73
5821 124 41 822318 148.686
3817 124 41 53478 1.13428
4119 124 41 324951 1.42288
6843 124 41 1.51946 303.384
3925 124 41 1.34081e+06 1.44397
7154 124 41 574370 221.104
658 124 41 0.934541 264.654
4258 124 41 147647 107.936
1377 124 41 76109.7 1.07616
3443 124 41 409.103 284.942
1206 124 41 37.0363 267.048
5535 124 41 0.965533 314.569
3296 124 41 465271 188.36
8367 124 41 230.259 269.227
3893 124 41 0.955011 289.332
7270 124 41 817772 59.9399
4590 124 41 36588.2 172.989
