Seed  np arch1 chi2/dat duration
696 61 20 0.970232 25.0563
9252 61 20 0.968858 24.8964
7788 61 20 1.02098 22.9678
3916 61 20 3.3885 24.4709
5850 61 20 1.39965 21.5899
564 61 20 0.951458 25.139
7893 61 20 1.04777 23.4259
151 61 20 0.984729 24.8514
2242 61 20 0.992094 23.5732
2531 61 20 0.956938 22.717
8566 61 20 1.23375 22.2914
9552 61 20 6.35122 24.8864
396 61 20 0.962871 25.6481
1895 61 20 1.20451 23.1952
2519 61 20 17.9465 25.2861
2128 61 20 0.971266 25.4197
2406 61 20 16.5606 22.5185
9356 61 20 0.958135 22.4012
3418 61 20 7.32293 25.3551
4397 61 20 0.965081 23.9626
7349 61 20 3.17782 21.3369
3984 61 20 0.964876 25.9297
9300 61 20 2.69035 24.7282
3088 61 20 1.01189 24.4487
1653 61 20 1.4329 21.9675
309 61 20 0.999149 22.6989
9212 61 20 1.0327 24.5879
3866 61 20 1.93735 24.1152
8396 61 20 1.95629 24.3038
8614 61 20 1.0186 23.7162
1606 61 20 1355.87 24.6044
1912 61 20 0.998508 22.5468
1882 61 20 0.957007 23.3682
4725 61 20 0.966853 24.5812
4703 61 20 1.92042 23.485
8372 61 20 5.64515 22.8011
7415 61 20 0.95645 23.7386
1656 61 20 0.971027 24.9211
7155 61 20 1.12593 25.5507
7626 61 20 0.959795 23.7986
9804 61 20 1.0078 25.1075
8335 61 20 25.8783 25.4952
987 61 20 0.964535 23.8401
3390 61 20 0.970063 25.4459
1975 61 20 0.977667 24.2919
4574 61 20 1.15198 22.4191
1259 61 20 0.970065 25.3058
3267 61 20 0.962762 22.8845
764 61 20 0.961721 23.4167
3838 61 20 1.01583 22.5162
6476 61 20 1.17999 23.3961
