Seed  np arch1 chi2/dat duration
8354 55 18 6.68725 24.1595
3120 55 18 0.948935 24.605
4881 55 18 11.5007 21.5527
9547 55 18 1.91411 21.9407
2138 55 18 0.968236 22.6187
614 55 18 0.998419 25.186
8558 55 18 1.44574 21.4056
6711 55 18 0.96003 24.9487
5238 55 18 1128.9 25.726
960 55 18 1.23835 22.715
9799 55 18 0.96112 23.8946
9154 55 18 0.984005 22.8551
8864 55 18 90.2196 24.2311
3904 55 18 2.03731 24.8982
2187 55 18 0.963517 24.6902
407 55 18 0.975182 23.9494
4242 55 18 5.09794 22.0812
5600 55 18 6.12687 22.5802
7048 55 18 0.976076 23.3211
6956 55 18 0.965527 25.516
6264 55 18 0.968219 24.7165
5772 55 18 0.971771 25.3702
125 55 18 6.60611 23.3451
6808 55 18 0.966388 22.7937
2267 55 18 0.961318 23.1774
2619 55 18 0.956447 22.8722
2960 55 18 2.27767 22.3719
7672 55 18 2.22441 22.7074
2022 55 18 0.967477 24.4272
6535 55 18 0.96148 25.3403
1077 55 18 140.944 23.7635
119 55 18 0.980463 23.6757
3063 55 18 0.964329 24.4043
9485 55 18 2.05894 21.4979
473 55 18 2.91195 21.3279
3688 55 18 1.39849 24.9884
4073 55 18 1.33183 21.6391
9827 55 18 0.996065 24.368
3659 55 18 36.1073 30.1529
7100 55 18 1.00513 22.0772
630 55 18 0.970004 25.0197
7436 55 18 0.988949 24.5139
2313 55 18 3.1583 22.2316
6634 55 18 0.957803 24.6688
828 55 18 4.29414 24.8872
3963 55 18 76.1276 23.6706
4220 55 18 0.964531 24.4322
4620 55 18 1.33785 23.9336
3652 55 18 0.973426 25.2463
1532 55 18 1.49151 23.6468
3080 55 18 1.20682 24.5289
