Seed  np arch1 chi2/dat duration
3439 31 10 0.988726 20.7802
7613 31 10 7.86259 19.9771
5873 31 10 0.980437 20.8497
6801 31 10 0.97997 20.8447
590 31 10 1.00712 21.2416
329 31 10 2094.86 18.7183
5764 31 10 0.984848 20.4807
4547 31 10 132.263 19.7788
4888 31 10 0.981285 21.1349
9344 31 10 171.749 18.1767
6479 31 10 1.0489 20.9092
4534 31 10 7.99512 20.4188
5950 31 10 2.33042 21.2026
1550 31 10 7.9459 21.168
2702 31 10 0.978874 21.3242
4859 31 10 1.12888 20.8597
4677 31 10 13.4393 18.321
1017 31 10 72.0621 21.3327
445 31 10 0.97491 20.5466
158 31 10 0.985322 21.1057
6644 31 10 93.9659 17.8603
7416 31 10 0.982518 21.2857
1116 31 10 34.0122 19.6927
444 31 10 506.523 21.3686
9906 31 10 1.19602 17.3593
9101 31 10 14.0073 18.4539
1106 31 10 0.978144 20.5209
8823 31 10 8.78899 19.3778
6787 31 10 85.4615 19.1801
1956 31 10 0.971442 20.0633
9341 31 10 1.01537 18.5128
8854 31 10 1.03302 21.0469
2672 31 10 1.59991 20.8556
1928 31 10 366.918 18.1417
7634 31 10 0.977442 20.6888
2032 31 10 17.0237 20.7591
8882 31 10 0.97988 19.3452
8497 31 10 39.1198 21.0571
8816 31 10 134.067 19.7126
3936 31 10 0.981398 20.533
4427 31 10 1.13624 20.5319
9132 31 10 0.978172 21.0575
413 31 10 0.974977 19.5156
3237 31 10 0.975476 20.5305
3138 31 10 0.988524 21.0038
6968 31 10 1.02218 21.2245
9892 31 10 0.971055 21.0945
1753 31 10 1.32755 20.634
5187 31 10 0.9796 20.7248
4932 31 10 0.98858 20.4885
5326 31 10 52.0536 20.6026
