Seed  np arch1 chi2/dat duration
1065 145 48 315.89 38.1656
8330 145 48 158.725 34.9345
861 145 48 7.84233 36.8868
590 145 48 0.977561 34.5425
4755 145 48 1.10146 34.1122
4526 145 48 29.411 35.9226
5141 145 48 6.30174 33.9639
2929 145 48 0.960641 34.6401
4556 145 48 491.235 35.8508
6692 145 48 0.947762 34.7156
7514 145 48 0.962906 35.5182
6699 145 48 279.966 32.7923
918 145 48 114.462 37.5709
1386 145 48 0.972774 34.639
4316 145 48 1.12995 34.7119
9443 145 48 0.951889 37.0271
5269 145 48 0.941307 33.1001
9496 145 48 1905.45 33.3069
7922 145 48 139.254 36.4446
7447 145 48 1990.94 36.6896
8724 145 48 1.44 33.4595
4489 145 48 0.99877 34.1517
7496 145 48 1.07015 36.7548
7116 145 48 1.04344 34.6531
7693 145 48 3.53047 34.6283
4135 145 48 206.984 33.2333
1631 145 48 1.47637 34.8511
2889 145 48 2.69252 36.859
3326 145 48 9.47806 33.5623
487 145 48 0.94143 34.7402
5888 145 48 26.5402 37.5107
1732 145 48 0.971054 33.4983
5876 145 48 36.0112 37.5411
1502 145 48 1.45706 34.5209
8781 145 48 2.53841 36.1922
9449 145 48 0.957212 34.7012
8014 145 48 1.07172 33.6738
2008 145 48 3.25775 34.6284
7449 145 48 0.933074 33.6947
3358 145 48 1.06944 32.3606
663 145 48 11.876 36.1026
5583 145 48 1.17927 33.8016
1066 145 48 1.98199 39.9212
4304 145 48 0.933189 36.6053
3442 145 48 0.96341 36.4438
1173 145 48 0.968084 32.9867
1032 145 48 1.04697 35.3555
7525 145 48 2.92552 33.0618
7715 145 48 0.957328 37.1622
1558 145 48 3.63905 33.0324
3734 145 48 1.27788 33.4474
