Seed  np arch1 chi2/dat duration
9181 121 40 0.938953 32.3493
7075 121 40 801.057 31.9785
1053 121 40 0.948233 30.9309
670 121 40 0.957122 33.0809
1807 121 40 1.01968 31.9387
1369 121 40 0.965471 33.2661
6796 121 40 1.01732 30.3633
1774 121 40 1.045 30.8527
93 121 40 0.948411 33.9259
3351 121 40 18.0014 33.3735
3357 121 40 515.638 31.3266
5917 121 40 5.81681 34.9829
8858 121 40 1.1806 31.1696
9225 121 40 1.02198 31.4705
177 121 40 0.945701 31.2517
325 121 40 1.54829 30.5994
7158 121 40 2.01851 33.9654
6621 121 40 19.4574 31.3203
6965 121 40 1.43493 32.8723
6887 121 40 0.960194 31.6158
4906 121 40 0.974481 33.0858
5632 121 40 181.496 30.7675
8093 121 40 15.998 28.9127
1491 121 40 0.925446 31.2965
2474 121 40 0.936071 30.8084
9601 121 40 1.21667 30.2132
1214 121 40 6.83179 30.7426
4650 121 40 0.992867 31.6049
813 121 40 1.33854 30.8226
2739 121 40 1.16379 32.9424
2533 121 40 0.962072 33.6423
5175 121 40 0.94237 32.2167
2774 121 40 0.961675 28.5311
9230 121 40 1.02853 30.613
2289 121 40 1.58689 30.3764
8034 121 40 1.18879 41.0801
9726 121 40 141.807 30.2978
4707 121 40 0.930482 32.7028
2331 121 40 2.30841 31.3208
1947 121 40 4.22137 32.5558
2928 121 40 0.953648 33.5735
6462 121 40 0.959569 30.6342
9224 121 40 0.944623 32.2308
3197 121 40 1.16838 30.5612
2376 121 40 0.955679 31.9022
3015 121 40 1.16587 30.7508
6689 121 40 0.939676 30.6545
6906 121 40 4.09433 30.5008
1799 121 40 1.16784 29.9021
1047 121 40 1.45292 29.578
5019 121 40 0.975326 30.5655
