Seed  np arch1 chi2/dat duration
2628 28 9 1.90558 20.2855
125 28 9 1.21998 20.7831
9992 28 9 72.3247 18.4186
7627 28 9 5776.08 21.157
513 28 9 30.5373 18.1131
1685 28 9 20.0237 20.1805
2817 28 9 0.983178 21.0139
6331 28 9 1.0705 20.7314
6703 28 9 0.975106 20.4713
2747 28 9 5.70851 20.6805
4202 28 9 2.11547 20.7691
2622 28 9 0.98307 20.9603
3725 28 9 0.992427 20.7831
5036 28 9 7.90873 18.3628
510 28 9 130.077 19.4462
3776 28 9 0.979979 20.1855
9347 28 9 0.985443 20.3574
5404 28 9 1.0038 20.9279
6746 28 9 1.05489 19.792
2048 28 9 1.38749 18.3736
8342 28 9 26.288 20.2548
2332 28 9 477.406 21.2956
5556 28 9 1.01482 21.1041
9655 28 9 0.985325 21.0332
3816 28 9 0.9654 20.9725
6107 28 9 80.2292 20.1844
8290 28 9 0.98427 21.0632
4273 28 9 0.975781 20.8823
9416 28 9 71.4401 20.1109
4161 28 9 211.382 20.8708
2154 28 9 0.987347 20.9099
2220 28 9 1.94607 20.9624
7335 28 9 0.984656 21.257
781 28 9 1.02914 17.5798
5180 28 9 0.97984 20.839
3100 28 9 94.554 19.0496
903 28 9 447.627 17.3933
6887 28 9 0.99164 20.0789
3226 28 9 6.71127 20.7093
5330 28 9 14.6258 20.6038
9061 28 9 60.8494 19.9122
4041 28 9 0.980422 20.8591
7291 28 9 0.975219 20.5762
6440 28 9 90.6706 13.4612
5012 28 9 2.74805 19.9612
6696 28 9 37.9506 19.4908
8495 28 9 11.1469 18.5337
9833 28 9 111.782 18.172
1978 28 9 155.439 19.0718
5115 28 9 19.0149 19.912
4112 28 9 5.43114 21.1245
