Seed  np arch1 chi2/dat duration
8870 16 5 160.234 19.7196
2855 16 5 69.046 20.0715
2452 16 5 222.577 19.518
5905 16 5 246.661 18.8814
1148 16 5 464.33 18.7459
2419 16 5 139.559 2.45106
8927 16 5 21.4746 19.8741
7047 16 5 81.8122 19.9466
7212 16 5 71.6356 18.3677
3962 16 5 1885.43 18.2339
1457 16 5 86.8315 19.5406
628 16 5 73.7563 19.7333
9778 16 5 16.8804 19.794
9800 16 5 22.0669 24.908
1773 16 5 664.845 16.9099
3582 16 5 55.1447 18.2067
6665 16 5 458.058 17.9555
1862 16 5 70.4677 19.9533
3531 16 5 224.023 19.6072
2745 16 5 193.357 17.7946
3082 16 5 20.626 19.6862
8394 16 5 2057.97 5.72909
1022 16 5 340.544 17.1947
2212 16 5 252.346 19.1105
4644 16 5 87.0922 7.1325
3275 16 5 467.981 17.6676
6642 16 5 139.662 3.22755
9593 16 5 180.821 18.7934
6261 16 5 41.8139 19.5936
7070 16 5 212.418 19.6596
8266 16 5 8097.91 14.9023
22 16 5 119.647 18.8967
2626 16 5 544.829 20.1321
4970 16 5 1022.99 18.538
7727 16 5 538.054 1.59276
7356 16 5 107.062 17.2542
989 16 5 132.66 18.5711
1372 16 5 91.748 18.4077
1151 16 5 59.2634 19.6253
4552 16 5 222.146 19.4766
4796 16 5 176.462 15.541
5233 16 5 97.6803 19.357
7024 16 5 165.707 18.031
393 16 5 10.8084 19.8513
5199 16 5 81.5631 19.6885
8977 16 5 214.33 18.3324
39 16 5 343.607 19.2545
526 16 5 648.379 18.1923
2323 16 5 131.377 19.5534
2908 16 5 380.746 17.4441
6803 16 5 402.377 17.044
