Seed  np arch1 chi2/dat duration
5158 34 11 0.977659 21.4906
9637 34 11 0.981636 21.156
1724 34 11 0.964428 21.3489
3235 34 11 0.979146 29.0667
4153 34 11 1.14199 17.6864
833 34 11 0.974037 21.5907
7331 34 11 1.06732 19.1316
3452 34 11 195.014 19.6637
2092 34 11 417.211 18.6617
1119 34 11 683.607 20.889
6078 34 11 0.972285 21.4259
845 34 11 206.077 18.8884
6736 34 11 380.756 18.1256
8576 34 11 0.968448 20.1087
1887 34 11 0.951015 21.1506
1649 34 11 0.970068 20.6688
8095 34 11 0.968125 21.3303
2677 34 11 1.01194 19.1121
6895 34 11 0.970973 20.5656
12 34 11 69.2503 18.2126
15 34 11 0.967954 21.3785
6038 34 11 0.974336 21.2538
5992 34 11 2.85906 13.6628
5061 34 11 4.30413 21.5336
1928 34 11 348.062 18.3383
4179 34 11 0.975316 21.164
9000 34 11 0.979528 20.5099
2624 34 11 0.972705 21.2553
8859 34 11 0.981121 20.9056
1894 34 11 0.972282 21.1662
9514 34 11 1.28021 20.6208
1317 34 11 28.1883 18.2041
4637 34 11 0.968643 21.3638
9994 34 11 87.3722 19.4898
3514 34 11 1.02138 21.2299
8757 34 11 1.54223 19.5356
6589 34 11 5.90989 18.1949
7974 34 11 0.993599 21.4273
1035 34 11 0.970411 20.5702
9239 34 11 114.655 21.6175
8869 34 11 0.974314 21.1169
1861 34 11 0.976494 21.3013
4154 34 11 0.965215 20.9419
2573 34 11 9.58038 20.8936
707 34 11 2.14296 21.3054
1646 34 11 1.02605 20.6791
3209 34 11 0.998785 20.3984
7872 34 11 128.955 20.4353
8203 34 11 0.987536 21.4436
970 34 11 287.941 20.6489
5294 34 11 1.04289 20.7251
