Seed  np arch1 chi2/dat duration
673 130 43 1.05728 30.5592
6220 130 43 47.7767 33.4964
2598 130 43 0.950524 33.9334
7881 130 43 1.70575 31.1995
1310 130 43 1.00373 30.408
3843 130 43 0.979248 31.9917
1263 130 43 1.09158 30.8914
1057 130 43 0.971061 31.8006
923 130 43 0.969927 34.6326
4955 130 43 1.0015 30.6413
6176 130 43 0.962808 30.4042
9190 130 43 0.978588 32.3185
9013 130 43 0.97246 32.014
1091 130 43 11.3726 34.6656
7730 130 43 1.94112 31.4783
419 130 43 6.72929 31.7247
2940 130 43 16.3855 31.4131
3022 130 43 0.955545 32.0495
2688 130 43 0.960312 32.5303
2605 130 43 1.10816 29.9556
4223 130 43 493.356 30.9212
8981 130 43 1.6189 31.2277
5552 130 43 8.81489 31.8334
4185 130 43 19.221 32.2974
5067 130 43 1.62277 30.8618
6789 130 43 1.00899 33.782
1280 130 43 122.509 35.1438
1914 130 43 115.178 34.1266
1601 130 43 0.946751 31.9217
6953 130 43 23.8785 34.4956
772 130 43 4.01082 30.5506
6425 130 43 0.967044 31.389
6344 130 43 1.90621 32.1147
6470 130 43 2.06988 33.5045
7558 130 43 17.2647 31.5457
4033 130 43 1.0527 31.3222
7521 130 43 0.968217 33.8008
1671 130 43 0.950053 33.4642
4355 130 43 1.48321 33.8667
190 130 43 0.942783 32.2613
4544 130 43 0.957809 31.7709
7419 130 43 18.3006 34.251
6919 130 43 0.977285 33.1387
1464 130 43 4.21894 33.2764
8894 130 43 1.23907 33.4577
411 130 43 0.975342 31.8763
3734 130 43 0.960837 30.5711
9872 130 43 4.90802 34.2465
4199 130 43 0.972939 31.4841
9339 130 43 0.968718 31.9227
8823 130 43 3.38723 32.1076
