Seed  np arch1 chi2/dat duration
2312 79 26 0.940795 25.8143
2151 79 26 13.358 25.7806
4553 79 26 1.0351 25.0254
9556 79 26 0.948816 25.8755
7280 79 26 1.36066 25.6649
6142 79 26 105.531 26.7675
438 79 26 0.958055 26.1084
6773 79 26 0.959435 25.1904
9542 79 26 210.298 27.5576
1169 79 26 1.01438 27.2247
9555 79 26 0.968386 26.0043
2055 79 26 0.969883 24.3406
1868 79 26 532.126 26.0734
3728 79 26 15.6903 25.8633
1703 79 26 0.970456 28.3166
8486 79 26 0.928698 25.3655
4388 79 26 0.995637 26.9454
5990 79 26 0.978791 26.4852
8480 79 26 0.944858 27.3977
509 79 26 0.941203 25.0348
2294 79 26 1.7371 24.4025
4783 79 26 0.966422 28.5076
3475 79 26 2260.57 27.034
5941 79 26 5.31984 27.652
3756 79 26 2.58608 24.8183
6674 79 26 0.953226 25.1577
1913 79 26 49.9406 24.4047
9398 79 26 8.99254 25.7051
4691 79 26 259.49 26.8957
838 79 26 1.09362 26.7248
3011 79 26 0.975659 27.3605
1958 79 26 0.978164 25.6749
8086 79 26 0.962135 27.2786
2304 79 26 0.975355 28.0466
288 79 26 0.962653 26.888
4604 79 26 1.08765 27.1717
6680 79 26 6.5989 27.6995
9535 79 26 0.990192 27.6946
5261 79 26 0.975758 28.2189
4580 79 26 0.951021 26.8748
6418 79 26 1.026 25.3737
3862 79 26 0.960144 24.8408
8319 79 26 1.03324 27.6331
9577 79 26 0.924922 26.2617
8354 79 26 0.972695 27.0694
1610 79 26 1.18424 24.2753
6873 79 26 0.987644 27.4364
9899 79 26 2.57749 26.3725
3753 79 26 1.0297 25.4163
469 79 26 0.943393 26.5481
1525 79 26 1.29512 25.0239
