0.001 1.19556 0.279574
0.00100692 1.19513 0.278589
0.0010139 1.19469 0.277605
0.00102092 1.19426 0.276621
0.00102799 1.19383 0.275638
0.00103511 1.1934 0.274655
0.00104227 1.19297 0.273673
0.00104949 1.19254 0.272692
0.00105676 1.19211 0.271711
0.00106408 1.19168 0.270731
0.00107145 1.19125 0.269751
0.00107886 1.19082 0.268773
0.00108634 1.19039 0.267794
0.00109386 1.18996 0.266816
0.00110143 1.18953 0.26584
0.00110906 1.18911 0.264864
0.00111674 1.18868 0.263889
0.00112447 1.18825 0.262914
0.00113226 1.18783 0.261941
0.0011401 1.1874 0.260969
0.001148 1.18698 0.259997
0.00115594 1.18655 0.259026
0.00116395 1.18613 0.258055
0.00117201 1.1857 0.257087
0.00118013 1.18528 0.256119
0.0011883 1.18486 0.255151
0.00119653 1.18444 0.254185
0.00120481 1.18401 0.25322
0.00121315 1.18359 0.252256
0.00122156 1.18317 0.251293
0.00123001 1.18275 0.250331
0.00123853 1.18233 0.249371
0.00124711 1.18191 0.248411
0.00125574 1.18149 0.247452
0.00126444 1.18108 0.246495
0.0012732 1.18066 0.24554
0.00128201 1.18024 0.244585
0.00129089 1.17982 0.243631
0.00129983 1.17941 0.242678
0.00130883 1.17899 0.241727
0.00131789 1.17858 0.240778
0.00132702 1.17816 0.23983
0.00133621 1.17775 0.238883
0.00134546 1.17734 0.237937
0.00135478 1.17692 0.236992
0.00136416 1.17651 0.23605
0.00137361 1.1761 0.235109
0.00138312 1.17569 0.234168
0.0013927 1.17528 0.23323
0.00140234 1.17487 0.232293
0.00141205 1.17446 0.231358
0.00142183 1.17405 0.230424
0.00143167 1.17365 0.229492
0.00144159 1.17324 0.228561
0.00145157 1.17283 0.227632
0.00146162 1.17243 0.226705
0.00147174 1.17202 0.225779
0.00148194 1.17162 0.224854
0.0014922 1.17121 0.223932
0.00150253 1.17081 0.223012
0.00151293 1.17041 0.222092
0.00152341 1.17001 0.221175
0.00153396 1.16961 0.22026
0.00154458 1.16921 0.219346
0.00155528 1.16881 0.218434
0.00156605 1.16841 0.217524
0.00157689 1.16801 0.216616
