Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
6494 217 7 10 7 5 34594.3 0.250222
5944 217 7 10 7 5 12581 0.380483
204 217 7 10 7 5 27879.3 0.373914
6095 217 7 10 7 5 88279.4 0.356804
1268 217 7 10 7 5 31923 0.238073
7366 217 7 10 7 5 1.48051e+06 0.24138
3732 217 7 10 7 5 39194.5 0.238615
5801 217 7 10 7 5 20956.1 0.239828
7554 217 7 10 7 5 389108 0.24323
3717 217 7 10 7 5 545869 0.242984
209 217 7 10 7 5 3785.89 0.397498
1474 217 7 10 7 5 37629.4 0.241966
9830 217 7 10 7 5 38777.8 0.237937
6620 217 7 10 7 5 81288.9 0.255134
6860 217 7 10 7 5 28282.4 0.243003
2561 217 7 10 7 5 60922.5 0.239665
4091 217 7 10 7 5 100655 0.238383
4349 217 7 10 7 5 13233.3 0.242808
7034 217 7 10 7 5 4.91792e+08 0.357562
280 217 7 10 7 5 43482.6 0.239171
4567 217 7 10 7 5 30730.5 0.240576
8524 217 7 10 7 5 1.14955e+08 0.239468
8402 217 7 10 7 5 898865 0.241104
8430 217 7 10 7 5 32806.4 0.241163
9898 217 7 10 7 5 164251 0.35741
6146 217 7 10 7 5 372786 0.356263
1207 217 7 10 7 5 8259.63 0.244701
2650 217 7 10 7 5 69707.8 0.374723
813 217 7 10 7 5 56571.4 0.242707
3545 217 7 10 7 5 187863 0.242716
4252 217 7 10 7 5 23667 0.237904
2769 217 7 10 7 5 58368.9 0.237857
8335 217 7 10 7 5 4297.74 0.389337
8536 217 7 10 7 5 2561.49 0.372233
3780 217 7 10 7 5 2.88084e+06 0.241481
2073 217 7 10 7 5 35763 0.238404
2033 217 7 10 7 5 12734.8 0.244245
6820 217 7 10 7 5 147867 0.357337
825 217 7 10 7 5 14538.3 0.375372
3498 217 7 10 7 5 119699 0.371031
1859 217 7 10 7 5 39089.6 0.35686
398 217 7 10 7 5 13827.3 0.243378
3103 217 7 10 7 5 21348.6 0.375098
6927 217 7 10 7 5 28734.1 0.238825
86 217 7 10 7 5 38854.8 0.251938
9895 217 7 10 7 5 344.032 1.37027
9917 217 7 10 7 5 3502.95 0.242243
464 217 7 10 7 5 2.59331e+06 0.243987
112 217 7 10 7 5 1.73462e+07 0.241099
8844 217 7 10 7 5 1993.87 0.241093
5137 217 7 10 7 5 178256 0.239156
