Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
9583 217 6 6 9 9 52160.6 0.357716
5820 217 6 6 9 9 17473 0.3573
411 217 6 6 9 9 242739 0.242009
1761 217 6 6 9 9 937.297 0.385011
1980 217 6 6 9 9 1543.56 0.244059
9015 217 6 6 9 9 47159.2 0.250109
4599 217 6 6 9 9 31462.7 0.241216
142 217 6 6 9 9 219457 0.239657
3185 217 6 6 9 9 99947 0.362472
5284 217 6 6 9 9 1.30138e+07 0.356471
6913 217 6 6 9 9 1.17872e+06 0.240688
6524 217 6 6 9 9 352490 0.237881
2336 217 6 6 9 9 7.4651 107.901
8705 217 6 6 9 9 195439 0.362751
2427 217 6 6 9 9 5106.89 0.381504
1617 217 6 6 9 9 91547.5 0.240943
8606 217 6 6 9 9 15214.6 0.238382
2105 217 6 6 9 9 63992.7 0.356432
9611 217 6 6 9 9 123.519 109.095
5886 217 6 6 9 9 63.5272 108.895
3626 217 6 6 9 9 14305.1 0.241852
9925 217 6 6 9 9 115.306 107.932
7612 217 6 6 9 9 124297 0.2411
9696 217 6 6 9 9 19.6943 89.3343
3818 217 6 6 9 9 164.906 0.400976
6096 217 6 6 9 9 314.954 2.08018
4877 217 6 6 9 9 208461 0.361899
2025 217 6 6 9 9 37.5173 88.7776
8911 217 6 6 9 9 15715.5 0.384475
6943 217 6 6 9 9 566201 0.243929
4007 217 6 6 9 9 1.10446e+07 0.242469
4741 217 6 6 9 9 2929.93 94.0121
8680 217 6 6 9 9 10098.6 0.243073
1238 217 6 6 9 9 64056.3 0.239048
6608 217 6 6 9 9 95.4859 0.402366
3112 217 6 6 9 9 8920.15 0.265103
6645 217 6 6 9 9 6982.47 25.401
2508 217 6 6 9 9 442.476 0.246785
3244 217 6 6 9 9 2.95126 83.061
3626 217 6 6 9 9 14305.1 0.241817
378 217 6 6 9 9 11792.4 0.241133
4535 217 6 6 9 9 3382.73 0.255132
2 217 6 6 9 9 4.02846e+06 0.358125
3036 217 6 6 9 9 24665.7 0.356626
1736 217 6 6 9 9 17934.9 0.237949
4454 217 6 6 9 9 16294.9 0.372078
4672 217 6 6 9 9 51309.9 0.238399
4818 217 6 6 9 9 906.827 0.252486
5063 217 6 6 9 9 2402.13 3.34415
5885 217 6 6 9 9 114898 0.237973
3414 217 6 6 9 9 0.757258 97.875
