Seed  np arch1 arch2 chi2/dat duration
6773 81 10 5 1.30541e+06 0.553918
9517 81 10 5 561337 0.854111
8796 81 10 5 111572 0.844994
7268 81 10 5 3.76641e+06 0.808671
1242 81 10 5 120177 0.854295
8857 81 10 5 2.70717e+07 0.544633
7232 81 10 5 1.06587 176.141
8900 81 10 5 283583 0.838314
201 81 10 5 70610.4 1.7297
4780 81 10 5 33124 0.551434
9229 81 10 5 201.85 226.777
1974 81 10 5 333918 0.545794
5374 81 10 5 1.63228e+08 0.871849
6184 81 10 5 86849.3 1.17102
1913 81 10 5 237773 0.806
4876 81 10 5 3.68172e+06 0.822952
1848 81 10 5 63799 0.545312
4741 81 10 5 0.949611 231.427
1801 81 10 5 214715 14.8456
1894 81 10 5 32502.6 0.861538
7672 81 10 5 189168 0.550227
8645 81 10 5 526346 0.797028
8336 81 10 5 875378 133.257
3440 81 10 5 214189 0.87731
5709 81 10 5 200218 0.826427
7978 81 10 5 15098.4 15.429
5738 81 10 5 87700.3 0.553692
676 81 10 5 260651 0.554274
813 81 10 5 1.81755e+06 0.803435
8779 81 10 5 7.75211e+06 1.12253
7816 81 10 5 678409 0.5315
2583 81 10 5 546961 0.553307
2873 81 10 5 117813 0.532829
5370 81 10 5 1.01033 248.367
7977 81 10 5 9147.39 214.718
9627 81 10 5 83213.8 5.8068
1887 81 10 5 547529 0.549445
6173 81 10 5 5.6112e+07 0.805833
6029 81 10 5 0.954 231.966
8676 81 10 5 7078.42 3.06046
6174 81 10 5 75001.5 5.21125
473 81 10 5 8974.48 21.9787
4435 81 10 5 2.60372e+06 0.816793
1681 81 10 5 749467 45.8859
1680 81 10 5 394725 0.554304
902 81 10 5 60125.9 1.38596
1361 81 10 5 1.37295e+07 0.827371
3413 81 10 5 19048.2 0.880781
5541 81 10 5 59225.8 0.841645
118 81 10 5 4664.69 3.86236
4010 81 10 5 2.42513e+06 0.833583
