Seed  np arch1 arch2 chi2/dat duration
1378 78 7 7 753435 0.794814
7218 78 7 7 51720.7 0.52511
7252 78 7 7 4.20894e+06 0.807806
7384 78 7 7 994580 0.796525
3229 78 7 7 47729.7 10.0467
9135 78 7 7 133919 10.0777
5577 78 7 7 1.49451e+06 0.529884
559 78 7 7 8196.69 0.517649
8632 78 7 7 0.958018 183.951
1837 78 7 7 502702 0.810801
9848 78 7 7 72593.7 0.524469
7615 78 7 7 227102 30.7425
2439 78 7 7 87296.9 98.6663
4733 78 7 7 8.22857e+06 0.757392
6392 78 7 7 1.53983e+07 5.49942
3239 78 7 7 109702 0.75918
8863 78 7 7 53242.1 106.744
2776 78 7 7 117383 10.862
2420 78 7 7 75636.6 0.520934
2996 78 7 7 1.84623e+07 36.296
2548 78 7 7 1.3023e+06 4.69269
975 78 7 7 124348 0.784995
4524 78 7 7 36838.7 29.7022
5160 78 7 7 325320 0.783026
6506 78 7 7 0.94179 238.313
4801 78 7 7 2.35754e+06 0.778916
3763 78 7 7 2.04343e+07 0.802033
9359 78 7 7 2795.63 122.702
5385 78 7 7 104071 14.0884
4482 78 7 7 3735.29 26.0916
7946 78 7 7 98049.3 1.12016
3987 78 7 7 6.13112 199.248
7420 78 7 7 2.87501e+06 0.525993
2458 78 7 7 870133 29.5362
2545 78 7 7 21.5597 160.725
4485 78 7 7 4.95082e+06 16.8885
2122 78 7 7 2.96421 225.302
1416 78 7 7 0.971353 212.396
8772 78 7 7 12913 0.812863
7800 78 7 7 1.76098e+07 62.8792
445 78 7 7 370.404 172.251
3965 78 7 7 1.87852e+06 0.818054
256 78 7 7 74.4204 218.114
9387 78 7 7 88921.4 15.6356
5492 78 7 7 349510 0.80723
5991 78 7 7 55.7426 193.13
273 78 7 7 2.86801e+06 0.792439
5615 78 7 7 323.325 226.904
3852 78 7 7 58972 30.2007
2157 78 7 7 7.2777e+06 5.28358
5209 78 7 7 427061 24.7061
