Seed  np arch1 arch2 chi2/dat duration
9739 42 7 3 28.5218 112.677
6489 42 7 3 3.19774e+07 0.414262
7604 42 7 3 76295.4 0.290709
2576 42 7 3 116844 0.463145
3046 42 7 3 3222.92 0.275809
303 42 7 3 63763.3 1.08287
46 42 7 3 140288 0.281662
8983 42 7 3 502163 0.282581
1979 42 7 3 71622.7 0.281806
2403 42 7 3 4.3796e+07 0.405831
2370 42 7 3 29167.6 0.450467
5678 42 7 3 47218 0.431523
2901 42 7 3 386808 0.282003
884 42 7 3 252642 0.464847
458 42 7 3 42769.8 0.596687
9533 42 7 3 426355 0.288985
3737 42 7 3 60.5085 109.115
493 42 7 3 7213.52 1.19354
2048 42 7 3 9137.25 0.280067
4106 42 7 3 290828 34.4644
452 42 7 3 20576.8 0.439048
9120 42 7 3 65.0563 109.33
5151 42 7 3 177460 0.279984
2753 42 7 3 949416 0.469118
2402 42 7 3 159.283 100.13
6108 42 7 3 4.84016e+06 0.406567
4982 42 7 3 7.03077e+06 0.279571
8760 42 7 3 24365.8 0.270151
5404 42 7 3 887581 0.466595
2151 42 7 3 1.02141e+08 0.478951
7254 42 7 3 84721.1 0.277752
865 42 7 3 2.5262e+06 0.282225
4020 42 7 3 2.06457e+06 1.16917
7835 42 7 3 415825 0.411515
5396 42 7 3 572237 0.279507
9062 42 7 3 7158.41 0.438998
8529 42 7 3 1.90935e+06 0.305793
3918 42 7 3 1.47137e+07 0.280973
5663 42 7 3 1709.62 104.596
9453 42 7 3 4388.69 44.0187
4332 42 7 3 8843.82 0.438074
1640 42 7 3 110260 0.282547
9350 42 7 3 909772 0.441985
7634 42 7 3 17.8341 97.8253
4922 42 7 3 108998 2.48089
688 42 7 3 208141 0.281039
941 42 7 3 83803.5 0.275443
6790 42 7 3 6.44029e+08 2.17503
9830 42 7 3 2.87137e+07 0.406777
164 42 7 3 1.28598e+07 0.441515
6644 42 7 3 9624.98 16.7686
