Seed  np arch1 arch2 chi2/dat duration
7664 97 8 8 3.54655e+07 1.00874
1618 97 8 8 61526.3 112.8
641 97 8 8 1.49763e+06 1.34322
4031 97 8 8 139252 1.00831
6263 97 8 8 529762 21.7659
9717 97 8 8 1.06315e+07 0.966997
6425 97 8 8 0.948138 279.102
9391 97 8 8 3.21773e+06 1.00098
7880 97 8 8 32777.2 1.04512
9635 97 8 8 3.28603e+06 0.992771
5640 97 8 8 2281.66 284.89
5347 97 8 8 403068 0.653143
5366 97 8 8 2.54196e+06 36.9323
8298 97 8 8 94525.6 29.4887
3700 97 8 8 6.06685 228.301
1146 97 8 8 484.56 312.99
9257 97 8 8 17647.4 1.03738
8861 97 8 8 142908 0.659943
9960 97 8 8 2.87028e+06 0.958762
5436 97 8 8 46418.4 32.4537
4322 97 8 8 484335 1.02513
5669 97 8 8 49.8759 258.195
1969 97 8 8 9.11729e+06 21.3861
7526 97 8 8 338938 0.668593
1126 97 8 8 114880 14.6113
1072 97 8 8 581584 0.669805
3842 97 8 8 451149 0.982105
1681 97 8 8 847248 135.819
385 97 8 8 399689 1.03231
5883 97 8 8 8834.51 51.4555
7746 97 8 8 3370.46 238.217
1720 97 8 8 74923.1 1.71642
1346 97 8 8 38877.5 1.73799
379 97 8 8 21863.2 1.01152
882 97 8 8 617578 0.965416
4407 97 8 8 1.02283 259.624
3052 97 8 8 85969.5 2.06788
8093 97 8 8 1.10152 213.046
5108 97 8 8 2373.73 15.9286
2861 97 8 8 244487 1.85993
8659 97 8 8 3.72854e+06 0.966432
399 97 8 8 55757.5 0.673489
8181 97 8 8 970073 0.975006
5510 97 8 8 8.99633e+08 0.959607
3965 97 8 8 500251 1.00676
6547 97 8 8 1.03001 306.266
191 97 8 8 2.79115e+07 0.990495
8940 97 8 8 0.969755 271.786
6770 97 8 8 52198.7 1.07346
7547 97 8 8 5548.64 7.11776
4429 97 8 8 388447 10.7993
