Seed  np arch1 arch2 chi2/dat duration
3619 74 9 5 760105 0.739343
5293 74 9 5 0.94318 212.08
832 74 9 5 6.38385e+06 0.766283
1836 74 9 5 51693 0.495334
5766 74 9 5 306864 15.2093
4069 74 9 5 67761 0.500392
819 74 9 5 396797 0.777876
3305 74 9 5 212596 33.2612
2360 74 9 5 202136 0.813367
763 74 9 5 149607 0.490264
3728 74 9 5 2.47842e+06 0.766666
2710 74 9 5 27103.6 1.55365
5755 74 9 5 308033 1.01381
2265 74 9 5 69781.6 71.6179
2798 74 9 5 9.10547e+06 0.776048
146 74 9 5 0.960761 215.422
4099 74 9 5 39.6821 209.389
675 74 9 5 8.47422 222.621
4674 74 9 5 0.958963 216.008
4512 74 9 5 51.8316 171.061
1825 74 9 5 3.22681 208.158
2180 74 9 5 118.133 187.254
6015 74 9 5 54587.8 0.738284
2100 74 9 5 0.972238 214.049
2393 74 9 5 1.03128e+10 0.970547
6739 74 9 5 448268 0.761527
2378 74 9 5 376.441 159.414
7033 74 9 5 24681.3 2.03696
109 74 9 5 140343 1.02693
9739 74 9 5 8.65416e+06 0.722241
5144 74 9 5 9.17927e+06 0.772358
8725 74 9 5 54539.3 0.718377
4127 74 9 5 440085 0.774274
4097 74 9 5 194397 0.774185
5651 74 9 5 249137 1.06711
4913 74 9 5 713133 0.73906
5478 74 9 5 3.22302e+06 41.5037
292 74 9 5 7008.39 0.819364
1291 74 9 5 534728 0.780097
7309 74 9 5 432890 0.491073
1488 74 9 5 0.951272 218.757
9614 74 9 5 14696.5 90.1152
9464 74 9 5 47992.2 0.75902
1442 74 9 5 415596 0.730245
1106 74 9 5 230134 0.824784
2717 74 9 5 1.2601e+06 0.733751
2697 74 9 5 3.32031e+06 103.076
6857 74 9 5 227771 0.756641
1727 74 9 5 257343 0.484248
6869 74 9 5 3.12416e+06 1.01206
3308 74 9 5 14286.7 28.473
