Seed  np arch1 arch2 chi2/dat duration
2329 25 5 2 1.60773e+06 0.289358
872 25 5 2 2.2003 81.7727
4649 25 5 2 156296 0.262118
6268 25 5 2 1.15814e+06 0.284507
1965 25 5 2 30431 0.261796
60 25 5 2 3.44321e+07 0.182173
1221 25 5 2 1.48525e+06 0.273171
6601 25 5 2 2.65347e+07 0.270094
6405 25 5 2 4566.29 0.288353
4922 25 5 2 143511 0.175869
7916 25 5 2 106267 0.312666
5707 25 5 2 33056.6 7.43323
6429 25 5 2 1.88965e+09 0.268047
8924 25 5 2 7.76779e+06 0.178542
1979 25 5 2 63194.8 0.278061
4312 25 5 2 1.84096e+06 0.17505
8114 25 5 2 6.22275e+06 0.275303
4220 25 5 2 47213 0.309858
7871 25 5 2 93133 0.39142
3107 25 5 2 1.06125e+07 0.180657
3271 25 5 2 50649.6 0.305811
8135 25 5 2 383.585 85.2881
1364 25 5 2 465192 0.265076
5910 25 5 2 343396 0.176274
2831 25 5 2 1086.95 67.5826
1182 25 5 2 61287.1 72.0473
1453 25 5 2 52059.4 1.17294
6288 25 5 2 514.89 73.7569
4454 25 5 2 9206.52 0.289262
336 25 5 2 1.09902e+07 0.179474
9167 25 5 2 47301.6 0.177989
451 25 5 2 47140.9 0.181596
5560 25 5 2 10678.2 48.1254
7792 25 5 2 673.048 1.66974
5680 25 5 2 367681 0.181292
1480 25 5 2 127461 0.286174
895 25 5 2 6.57829e+06 11.2844
9349 25 5 2 87009 0.295925
512 25 5 2 148075 0.295203
2601 25 5 2 235647 0.262493
6152 25 5 2 9.2312e+06 0.265342
4079 25 5 2 167590 0.180393
2801 25 5 2 508945 0.308701
4282 25 5 2 870.491 68.8556
4591 25 5 2 35191.5 0.262158
4919 25 5 2 14530 0.211779
1153 25 5 2 3.09061e+11 0.263701
9549 25 5 2 41459 5.54123
2417 25 5 2 115137 0.399199
9395 25 5 2 906072 0.262377
997 25 5 2 163585 0.284726
